RecordId,Text,ReviewCategory,WordCount,Source
NLP-000387,The build quality feels cheap and the material started peeling after a week.,Quality,13,Review
NLP-000388,Missing several advertised features mentioned on the product page.,Features,9,Chat
NLP-000389,The build quality feels cheap and the material started peeling after a week.,Quality,13,SocialMedia
NLP-000390,Missing several advertised features mentioned on the product page.,Features,9,Email
NLP-000391,Good value for money compared to similar products in this range.,Price,11,Email
NLP-000392,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Email
NLP-000393,Support team responded within hours and resolved my issue.,CustomerService,9,Survey
NLP-000394,Support team responded within hours and resolved my issue.,CustomerService,9,Survey
NLP-000395,Good value for money compared to similar products in this range.,Price,11,Email
NLP-000396,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Review
NLP-000397,Support team responded within hours and resolved my issue.,CustomerService,9,Survey
NLP-000398,The build quality feels cheap and the material started peeling after a week.,Quality,13,Survey
NLP-000399,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Email
NLP-000400,Support team responded within hours and resolved my issue.,CustomerService,9,Email
NLP-000401,Support team responded within hours and resolved my issue.,CustomerService,9,Chat
NLP-000402,Support team responded within hours and resolved my issue.,CustomerService,9,Chat
NLP-000403,Missing several advertised features mentioned on the product page.,Features,9,Review
NLP-000404,Good value for money compared to similar products in this range.,Price,11,Chat
NLP-000405,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Email
NLP-000406,The build quality feels cheap and the material started peeling after a week.,Quality,13,Email
NLP-000407,Support team responded within hours and resolved my issue.,CustomerService,9,Ticket
NLP-000408,The build quality feels cheap and the material started peeling after a week.,Quality,13,Survey
NLP-000409,Missing several advertised features mentioned on the product page.,Features,9,SocialMedia
NLP-000410,Delivery was fast but the box arrived dented on one corner.,Shipping,11,SocialMedia
NLP-000411,Good value for money compared to similar products in this range.,Price,11,Ticket
NLP-000412,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Email
NLP-000413,Support team responded within hours and resolved my issue.,CustomerService,9,Chat
NLP-000414,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Survey
NLP-000415,Support team responded within hours and resolved my issue.,CustomerService,9,SocialMedia
NLP-000416,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Ticket
NLP-000417,Good value for money compared to similar products in this range.,Price,11,Ticket
NLP-000418,The build quality feels cheap and the material started peeling after a week.,Quality,13,Review
NLP-000419,Support team responded within hours and resolved my issue.,CustomerService,9,Ticket
NLP-000420,Good value for money compared to similar products in this range.,Price,11,Review
NLP-000421,Missing several advertised features mentioned on the product page.,Features,9,Ticket
NLP-000422,Support team responded within hours and resolved my issue.,CustomerService,9,Chat
NLP-000423,Missing several advertised features mentioned on the product page.,Features,9,Ticket
NLP-000424,Missing several advertised features mentioned on the product page.,Features,9,Ticket
NLP-000425,Good value for money compared to similar products in this range.,Price,11,Email
NLP-000426,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Review
NLP-000427,The build quality feels cheap and the material started peeling after a week.,Quality,13,Chat
NLP-000428,Missing several advertised features mentioned on the product page.,Features,9,Survey
NLP-000429,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Ticket
NLP-000430,Good value for money compared to similar products in this range.,Price,11,Ticket
NLP-000431,Support team responded within hours and resolved my issue.,CustomerService,9,Email
NLP-000432,Support team responded within hours and resolved my issue.,CustomerService,9,Ticket
NLP-000433,Missing several advertised features mentioned on the product page.,Features,9,Chat
NLP-000434,Support team responded within hours and resolved my issue.,CustomerService,9,Ticket
NLP-000435,Good value for money compared to similar products in this range.,Price,11,Review
NLP-000436,Missing several advertised features mentioned on the product page.,Features,9,Chat
NLP-000437,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Survey
NLP-000438,Good value for money compared to similar products in this range.,Price,11,Review
NLP-000439,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Ticket
NLP-000440,Good value for money compared to similar products in this range.,Price,11,Chat
NLP-000441,Missing several advertised features mentioned on the product page.,Features,9,Ticket
NLP-000442,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Review
NLP-000443,Good value for money compared to similar products in this range.,Price,11,Email
NLP-000444,Missing several advertised features mentioned on the product page.,Features,9,SocialMedia
NLP-000445,Missing several advertised features mentioned on the product page.,Features,9,SocialMedia
NLP-000446,Good value for money compared to similar products in this range.,Price,11,Email
NLP-000447,Support team responded within hours and resolved my issue.,CustomerService,9,Ticket
NLP-000448,Missing several advertised features mentioned on the product page.,Features,9,Ticket
NLP-000449,Support team responded within hours and resolved my issue.,CustomerService,9,Email
NLP-000450,Missing several advertised features mentioned on the product page.,Features,9,Chat
NLP-000451,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Ticket
NLP-000452,Good value for money compared to similar products in this range.,Price,11,Review
NLP-000453,Support team responded within hours and resolved my issue.,CustomerService,9,Review
NLP-000454,Missing several advertised features mentioned on the product page.,Features,9,SocialMedia
NLP-000455,The build quality feels cheap and the material started peeling after a week.,Quality,13,Review
NLP-000456,Support team responded within hours and resolved my issue.,CustomerService,9,Chat
NLP-000457,Good value for money compared to similar products in this range.,Price,11,SocialMedia
NLP-000458,Missing several advertised features mentioned on the product page.,Features,9,Review
NLP-000459,Missing several advertised features mentioned on the product page.,Features,9,Ticket
NLP-000460,The build quality feels cheap and the material started peeling after a week.,Quality,13,Chat
NLP-000461,Delivery was fast but the box arrived dented on one corner.,Shipping,11,Ticket
NLP-000462,The build quality feels cheap and the material started peeling after a week.,Quality,13,Review
NLP-000463,The build quality feels cheap and the material started peeling after a week.,Quality,13,Review
NLP-000464,The build quality feels cheap and the material started peeling after a week.,Quality,13,Review
NLP-000465,Good value for money compared to similar products in this range.,Price,11,Ticket
NLP-000466,Support team responded within hours and resolved my issue.,CustomerService,9,Email
NLP-000467,Missing several advertised features mentioned on the product page.,Features,9,Review
NLP-000468,Good value for money compared to similar products in this range.,Price,11,Email
NLP-000469,Missing several advertised features mentioned on the product page.,Features,9,SocialMedia
NLP-000470,Good value for money compared to similar products in this range.,Price,11,Survey
