ProductId,ProductName,Brand,WeightKg,Price,Color,Material,IsSeasonal,ReviewCount,AverageRating,Description,ProductCategory
PRD-000210,Building Block Set 500pc,PeakFit,23.98,685.54,Blue,Cotton,0,305,2.8,Comfortable everyday wear made from organic cotton,Beauty
PRD-000211,Pro Wireless Headphones,GreenLeaf,16.39,751.39,Green,Synthetic,1,1453,2.7,Energy efficient smart lighting for home automation,Books
PRD-000212,Smart LED Bulb 4-Pack,NovaTech,13.7,189.54,Red,Plastic,0,179,3.7,,Clothing
PRD-000213,Smart LED Bulb 4-Pack,BrightHome,24.13,723.33,White,Plastic,0,2375,3.6,Comfortable everyday wear made from organic cotton,Clothing
PRD-000214,Pro Wireless Headphones,BrightHome,11.98,127.88,Blue,Synthetic,1,2040,3.9,,Beauty
PRD-000215,All-Weather Floor Mats,PeakFit,14.15,600.69,Multi,Synthetic,0,385,2.7,Comfortable everyday wear made from organic cotton,Electronics
PRD-000216,All-Weather Floor Mats,NovaTech,9.44,438.36,Multi,Cotton,0,751,3.3,Comfortable everyday wear made from organic cotton,Electronics
PRD-000217,All-Weather Floor Mats,UrbanWear,22.87,706.08,Red,Plastic,0,1280,4.1,High performance wireless audio with noise cancellation,Books
PRD-000218,Building Block Set 500pc,UrbanWear,20.88,242.79,Multi,Cotton,1,779,4.4,High performance wireless audio with noise cancellation,Electronics
PRD-000219,All-Weather Floor Mats,GreenLeaf,11.88,734.83,Green,Cotton,1,1279,4.2,High performance wireless audio with noise cancellation,Sports
PRD-000220,All-Weather Floor Mats,PureGlow,2.86,263.88,White,Cotton,0,1459,3.1,,Automotive
PRD-000221,Data Science Handbook,AutoShield,16.26,758.54,Red,Synthetic,0,166,3.4,Comfortable everyday wear made from organic cotton,Beauty
PRD-000222,Trail Running Shoes,PureGlow,18.21,29.06,,Synthetic,0,759,4.1,,Toys
PRD-000223,Smart LED Bulb 4-Pack,UrbanWear,8.92,221.02,,Glass,1,1712,2.8,Energy efficient smart lighting for home automation,Automotive
PRD-000224,Smart LED Bulb 4-Pack,GreenLeaf,24.93,737.73,Blue,Metal,0,1864,4.8,High performance wireless audio with noise cancellation,Clothing
PRD-000225,Smart LED Bulb 4-Pack,UrbanWear,24.83,682.58,White,Cotton,0,366,3.6,Comfortable everyday wear made from organic cotton,Automotive
PRD-000226,Data Science Handbook,UrbanWear,19.54,270.39,Red,Cotton,0,1319,3.4,High performance wireless audio with noise cancellation,Toys
PRD-000227,Smart LED Bulb 4-Pack,AutoShield,20.85,832.82,Multi,Cotton,0,1748,4.2,High performance wireless audio with noise cancellation,Clothing
PRD-000228,Data Science Handbook,GreenLeaf,21.86,21.61,Red,Glass,0,1946,4.9,,Toys
PRD-000229,All-Weather Floor Mats,PeakFit,2.72,727.09,Red,Wood,1,725,4.6,High performance wireless audio with noise cancellation,Beauty
PRD-000230,Trail Running Shoes,PlayCraft,14.54,818.88,Green,Wood,0,1769,4.4,Energy efficient smart lighting for home automation,Automotive
PRD-000231,Building Block Set 500pc,GreenLeaf,3.14,90.37,Multi,Plastic,0,2084,4.2,Comfortable everyday wear made from organic cotton,Sports
PRD-000232,Trail Running Shoes,AutoShield,10.18,668.11,Multi,Metal,0,959,3.2,Comfortable everyday wear made from organic cotton,Automotive
PRD-000233,Smart LED Bulb 4-Pack,PlayCraft,1.79,394.47,,Metal,1,294,4.2,Energy efficient smart lighting for home automation,Automotive
PRD-000234,Building Block Set 500pc,PlayCraft,8.56,686.25,Multi,Synthetic,0,1882,5,Comfortable everyday wear made from organic cotton,Toys
PRD-000235,Vitamin C Serum 30ml,AutoShield,6.39,198.15,White,Metal,0,115,3.4,Comfortable everyday wear made from organic cotton,Clothing
PRD-000236,Vitamin C Serum 30ml,GreenLeaf,12.89,670.01,Green,Metal,0,1193,3.7,Comfortable everyday wear made from organic cotton,Sports
PRD-000237,Trail Running Shoes,BrightHome,17.33,48.74,Black,Metal,1,885,2.8,High performance wireless audio with noise cancellation,Clothing
PRD-000238,Building Block Set 500pc,UrbanWear,8.56,854.93,Red,,0,1652,2.5,,Clothing
PRD-000239,Data Science Handbook,GreenLeaf,24.79,497.32,White,Glass,0,2128,3.5,,HomeGarden
PRD-000240,Smart LED Bulb 4-Pack,PureGlow,8.66,130.05,Multi,Synthetic,0,1816,3.9,Comfortable everyday wear made from organic cotton,Beauty
PRD-000241,Smart LED Bulb 4-Pack,AutoShield,2.38,354.65,Black,Cotton,1,2410,2.7,Comfortable everyday wear made from organic cotton,Automotive
PRD-000242,Trail Running Shoes,NovaTech,16.34,584.18,Red,Synthetic,1,369,4.9,Comfortable everyday wear made from organic cotton,Electronics
PRD-000243,Building Block Set 500pc,PlayCraft,12.75,630.17,,Plastic,0,315,4,,Electronics
PRD-000244,Smart LED Bulb 4-Pack,AutoShield,24.09,228.66,Green,Wood,0,332,3,High performance wireless audio with noise cancellation,HomeGarden
PRD-000245,Trail Running Shoes,AutoShield,3.94,555.78,White,Glass,0,1609,4.7,Comfortable everyday wear made from organic cotton,HomeGarden
PRD-000246,Data Science Handbook,PeakFit,13.04,570.64,White,Glass,0,1358,3.1,Energy efficient smart lighting for home automation,Beauty
PRD-000247,Vitamin C Serum 30ml,AutoShield,21.43,557.08,White,Synthetic,1,2282,4.3,Comfortable everyday wear made from organic cotton,HomeGarden
PRD-000248,Organic Cotton Tee,PureGlow,14.57,636.47,Blue,Plastic,0,1271,3.6,Comfortable everyday wear made from organic cotton,Beauty
PRD-000249,Trail Running Shoes,UrbanWear,24.03,322.66,Blue,,0,550,4.1,,Sports
PRD-000250,Building Block Set 500pc,UrbanWear,18.91,708.62,Red,Wood,0,645,3.6,High performance wireless audio with noise cancellation,Sports
PRD-000251,Data Science Handbook,PureGlow,23.58,840.58,Blue,Metal,1,1236,3.8,Comfortable everyday wear made from organic cotton,Beauty
PRD-000252,Smart LED Bulb 4-Pack,PlayCraft,10.54,244.57,Multi,Synthetic,0,953,3.4,Energy efficient smart lighting for home automation,Sports
PRD-000253,Trail Running Shoes,BrightHome,13.32,115.56,,Plastic,0,1660,3.7,,Electronics
PRD-000254,Pro Wireless Headphones,PeakFit,6.03,573.67,,Wood,0,1899,2.7,Comfortable everyday wear made from organic cotton,Toys
PRD-000255,Smart LED Bulb 4-Pack,PeakFit,16.72,305.76,,Synthetic,0,2366,4.2,,Automotive
PRD-000256,Vitamin C Serum 30ml,GreenLeaf,5.75,284.02,Black,Glass,0,2456,4.3,,Toys
PRD-000257,Organic Cotton Tee,GreenLeaf,2.62,878.86,Black,Wood,0,2241,4.6,Energy efficient smart lighting for home automation,Books
PRD-000258,Organic Cotton Tee,GreenLeaf,14.74,888.74,Blue,Cotton,0,1006,4,Energy efficient smart lighting for home automation,Books
PRD-000259,Smart LED Bulb 4-Pack,AutoShield,14.78,21.64,Green,,1,1187,3.5,High performance wireless audio with noise cancellation,Electronics
PRD-000260,All-Weather Floor Mats,AutoShield,15.88,118.11,Multi,Cotton,1,35,4.7,Comfortable everyday wear made from organic cotton,Sports
PRD-000261,Organic Cotton Tee,UrbanWear,10.89,301.74,,Cotton,1,534,3.9,Energy efficient smart lighting for home automation,Clothing
PRD-000262,Vitamin C Serum 30ml,PeakFit,16.47,224.35,Black,Wood,1,1808,2.9,Comfortable everyday wear made from organic cotton,Electronics
PRD-000263,Data Science Handbook,PeakFit,14.44,83.24,Red,Cotton,0,2192,4.1,,Sports
PRD-000264,Trail Running Shoes,UrbanWear,17.57,607.02,Multi,Glass,0,874,2.9,,Clothing
PRD-000265,All-Weather Floor Mats,PureGlow,10.33,742.5,Blue,Cotton,1,1330,4.8,,Books
PRD-000266,Data Science Handbook,NovaTech,19.6,296.28,Red,Synthetic,1,1079,3,Energy efficient smart lighting for home automation,Toys
PRD-000267,Building Block Set 500pc,UrbanWear,17.69,48.99,White,Plastic,0,2177,3.2,High performance wireless audio with noise cancellation,Beauty
PRD-000268,Organic Cotton Tee,AutoShield,20.83,882.19,Blue,,0,1682,3.8,,Sports
PRD-000269,Trail Running Shoes,PlayCraft,1.06,506.24,White,Metal,0,1817,3.2,Comfortable everyday wear made from organic cotton,Beauty
PRD-000270,Data Science Handbook,NovaTech,14.58,837.61,Green,Metal,0,135,4.3,High performance wireless audio with noise cancellation,Beauty
PRD-000271,Data Science Handbook,PureGlow,23.87,109.36,Multi,Cotton,0,371,3.5,,Books
PRD-000272,Smart LED Bulb 4-Pack,GreenLeaf,23.27,462.27,Green,Cotton,0,702,2.9,High performance wireless audio with noise cancellation,Toys
PRD-000273,Data Science Handbook,NovaTech,17.05,262.12,Blue,Wood,0,1865,3.3,Energy efficient smart lighting for home automation,Toys
PRD-000274,Vitamin C Serum 30ml,BrightHome,13,833.17,Red,Glass,1,2424,5,Comfortable everyday wear made from organic cotton,Electronics
PRD-000275,Organic Cotton Tee,GreenLeaf,14.2,129.76,Green,Synthetic,0,810,4.5,Energy efficient smart lighting for home automation,Books
PRD-000276,Data Science Handbook,BrightHome,3.45,801.1,White,Glass,0,1179,4.8,,Books
PRD-000277,Trail Running Shoes,NovaTech,11.57,421.27,Red,Plastic,1,940,3.3,High performance wireless audio with noise cancellation,Toys
PRD-000278,Data Science Handbook,PeakFit,22.21,865.98,White,Plastic,0,1164,3.8,Comfortable everyday wear made from organic cotton,Sports
PRD-000279,Data Science Handbook,PeakFit,3.31,370.14,White,Synthetic,0,694,2.7,High performance wireless audio with noise cancellation,Automotive
PRD-000280,Data Science Handbook,PeakFit,16.4,425.1,Black,Metal,1,1988,4.2,Comfortable everyday wear made from organic cotton,Clothing
PRD-000281,Trail Running Shoes,NovaTech,15.28,800.02,Red,Metal,0,1704,3.4,Energy efficient smart lighting for home automation,Electronics
PRD-000282,Data Science Handbook,PlayCraft,4.69,389.93,Black,Wood,0,1286,3.6,Comfortable everyday wear made from organic cotton,Beauty
PRD-000283,All-Weather Floor Mats,BrightHome,2.7,317.68,,Metal,1,1902,3.8,High performance wireless audio with noise cancellation,Beauty
PRD-000284,All-Weather Floor Mats,BrightHome,8.35,880.43,Multi,Synthetic,0,209,3.4,Comfortable everyday wear made from organic cotton,Electronics
PRD-000285,Organic Cotton Tee,PureGlow,8.72,676.81,Black,Wood,1,711,4.7,Comfortable everyday wear made from organic cotton,Toys
PRD-000286,Trail Running Shoes,PureGlow,10.99,782.29,White,Plastic,0,1671,5,,Beauty
PRD-000287,Vitamin C Serum 30ml,GreenLeaf,2.81,91.68,,Glass,0,2372,3.9,,Clothing
PRD-000288,All-Weather Floor Mats,BrightHome,0.89,194.02,Black,Plastic,0,301,2.9,,Sports
PRD-000289,Building Block Set 500pc,GreenLeaf,17.35,263.68,,Wood,0,327,2.8,High performance wireless audio with noise cancellation,Books
PRD-000290,Data Science Handbook,NovaTech,7.59,622.26,,Glass,0,1460,2.6,Comfortable everyday wear made from organic cotton,Beauty
PRD-000291,Pro Wireless Headphones,GreenLeaf,23.36,770.33,Black,Metal,0,320,2.9,Comfortable everyday wear made from organic cotton,Beauty
PRD-000292,Data Science Handbook,NovaTech,12.83,147.68,Green,Wood,0,1602,3.8,High performance wireless audio with noise cancellation,Books
PRD-000293,Building Block Set 500pc,NovaTech,1,83.65,Multi,Synthetic,1,1382,3.8,High performance wireless audio with noise cancellation,Beauty
PRD-000294,All-Weather Floor Mats,PeakFit,18.9,374.08,Multi,Synthetic,0,532,3.8,Comfortable everyday wear made from organic cotton,Electronics
PRD-000295,Smart LED Bulb 4-Pack,UrbanWear,23.11,189.27,Red,Metal,1,381,2.5,Energy efficient smart lighting for home automation,Toys
PRD-000296,Smart LED Bulb 4-Pack,PlayCraft,5.64,142.83,Red,Cotton,1,2192,3.5,,Books
PRD-000297,Data Science Handbook,NovaTech,24.12,151.66,Red,Wood,0,1024,3.1,High performance wireless audio with noise cancellation,Clothing
PRD-000298,Building Block Set 500pc,GreenLeaf,7.13,153.38,Red,Synthetic,0,1936,3.5,High performance wireless audio with noise cancellation,Automotive
PRD-000299,Pro Wireless Headphones,PureGlow,23.46,886.09,Multi,Cotton,0,1917,4.2,Comfortable everyday wear made from organic cotton,Automotive
PRD-000300,Trail Running Shoes,PureGlow,4.88,429.02,Blue,Synthetic,1,1130,4.4,High performance wireless audio with noise cancellation,Electronics
PRD-000301,All-Weather Floor Mats,PlayCraft,8.69,721.41,Green,Cotton,0,2447,4.8,Energy efficient smart lighting for home automation,Clothing
PRD-000302,Organic Cotton Tee,PeakFit,21.62,351.16,White,Cotton,0,1176,4,High performance wireless audio with noise cancellation,Automotive
PRD-000303,Pro Wireless Headphones,GreenLeaf,4.59,109.25,Blue,Wood,0,1248,2.6,,Automotive
PRD-000304,Organic Cotton Tee,NovaTech,9.75,90.28,Black,Wood,1,1647,4.4,,Sports
PRD-000305,Organic Cotton Tee,NovaTech,21.45,629.72,Multi,Synthetic,1,796,2.6,High performance wireless audio with noise cancellation,Clothing
PRD-000306,Pro Wireless Headphones,PeakFit,6.79,635.03,Multi,Synthetic,0,2281,2.9,Energy efficient smart lighting for home automation,Sports
PRD-000307,Organic Cotton Tee,NovaTech,6.64,417.45,Blue,Synthetic,0,2131,4.5,High performance wireless audio with noise cancellation,Sports
PRD-000308,Vitamin C Serum 30ml,PeakFit,1.81,69.33,Green,Wood,0,304,4.3,,Clothing
PRD-000309,Smart LED Bulb 4-Pack,GreenLeaf,3.05,334.68,White,Cotton,0,324,2.6,,Toys
PRD-000310,Data Science Handbook,PlayCraft,9.76,558.22,Black,Plastic,0,2174,3.4,Comfortable everyday wear made from organic cotton,Sports
PRD-000311,Smart LED Bulb 4-Pack,PlayCraft,23.97,305.25,,Cotton,0,1506,3.6,Comfortable everyday wear made from organic cotton,Electronics
PRD-000312,Trail Running Shoes,BrightHome,6.43,572.26,Blue,Metal,0,764,2.8,,Automotive
PRD-000313,Organic Cotton Tee,PlayCraft,0.09,304.3,Green,Glass,0,2242,3.6,,HomeGarden
PRD-000314,Smart LED Bulb 4-Pack,GreenLeaf,2.28,443.85,,Cotton,0,381,4.7,Energy efficient smart lighting for home automation,Clothing
PRD-000315,Pro Wireless Headphones,GreenLeaf,18.62,363.38,Multi,Synthetic,0,807,2.6,,Beauty
PRD-000316,Organic Cotton Tee,PlayCraft,24.46,201.16,,Cotton,1,816,3,,Clothing
PRD-000317,Trail Running Shoes,BrightHome,13.21,256.12,White,Glass,0,890,2.7,High performance wireless audio with noise cancellation,Automotive
PRD-000318,Organic Cotton Tee,NovaTech,18.44,341.85,White,Cotton,0,1576,3.7,High performance wireless audio with noise cancellation,Books
PRD-000319,Smart LED Bulb 4-Pack,NovaTech,15.93,705.02,Multi,Glass,0,1404,4.6,Comfortable everyday wear made from organic cotton,Books
PRD-000320,Pro Wireless Headphones,BrightHome,15.14,554.12,Multi,Plastic,1,2338,2.7,High performance wireless audio with noise cancellation,Sports
PRD-000321,Trail Running Shoes,GreenLeaf,10.41,155.11,,Wood,0,1670,2.5,Energy efficient smart lighting for home automation,Beauty
PRD-000322,Organic Cotton Tee,PureGlow,9.42,440.6,Blue,Plastic,1,2263,4,Comfortable everyday wear made from organic cotton,Sports
PRD-000323,Building Block Set 500pc,PureGlow,13.26,614.4,,Glass,1,1197,3.1,,HomeGarden
PRD-000324,Data Science Handbook,GreenLeaf,5.08,686.24,Multi,Metal,0,553,3.2,High performance wireless audio with noise cancellation,Toys
PRD-000325,Data Science Handbook,NovaTech,0.18,481.8,Red,Wood,0,2050,3.3,Energy efficient smart lighting for home automation,Beauty
PRD-000326,Organic Cotton Tee,AutoShield,0.98,755.36,Black,Wood,0,1677,5,Energy efficient smart lighting for home automation,Sports
PRD-000327,Data Science Handbook,NovaTech,13.19,663.04,,Plastic,0,642,3.2,,Automotive
PRD-000328,Data Science Handbook,UrbanWear,15.13,465.07,Black,Cotton,0,1694,4.5,,Clothing
PRD-000329,Building Block Set 500pc,AutoShield,7.83,740.44,Multi,Metal,0,1007,3.9,,Books
PRD-000330,Vitamin C Serum 30ml,PeakFit,20.55,333.82,Black,Synthetic,0,2231,3.5,,Sports
PRD-000331,Organic Cotton Tee,AutoShield,22.26,426.42,White,Metal,0,1167,2.6,Comfortable everyday wear made from organic cotton,HomeGarden
PRD-000332,Trail Running Shoes,GreenLeaf,3.47,107.6,Red,Plastic,0,242,3.7,Comfortable everyday wear made from organic cotton,Clothing
PRD-000333,Trail Running Shoes,GreenLeaf,13.74,146.83,Black,Cotton,0,1828,3.6,Comfortable everyday wear made from organic cotton,Beauty
PRD-000334,Organic Cotton Tee,UrbanWear,1.93,848.19,Multi,Plastic,0,1707,4.1,Comfortable everyday wear made from organic cotton,Beauty
PRD-000335,Pro Wireless Headphones,AutoShield,14.68,74.23,,,1,148,3.4,High performance wireless audio with noise cancellation,Beauty
PRD-000336,Data Science Handbook,PeakFit,5.67,298.48,Red,Metal,0,1384,4.1,Comfortable everyday wear made from organic cotton,Beauty
PRD-000337,Trail Running Shoes,UrbanWear,8.43,176.76,Multi,Wood,0,2465,4.9,Energy efficient smart lighting for home automation,Clothing
PRD-000338,Trail Running Shoes,PeakFit,23.14,693.14,,Glass,1,2370,4.4,High performance wireless audio with noise cancellation,Books
PRD-000339,All-Weather Floor Mats,AutoShield,12.86,753.69,Blue,Cotton,0,2439,4.3,Comfortable everyday wear made from organic cotton,Automotive
PRD-000340,Vitamin C Serum 30ml,NovaTech,5.73,329.41,Multi,Plastic,0,1254,4.1,,Beauty
PRD-000341,Smart LED Bulb 4-Pack,NovaTech,16.46,569.81,White,Cotton,1,2148,4.3,,Books
PRD-000342,Vitamin C Serum 30ml,PureGlow,22.7,477.45,,Wood,0,1050,3.9,High performance wireless audio with noise cancellation,Automotive
PRD-000343,Vitamin C Serum 30ml,PlayCraft,17.45,532.1,Multi,Glass,0,103,4.6,Energy efficient smart lighting for home automation,Books
PRD-000344,Building Block Set 500pc,UrbanWear,7.2,489.18,Multi,Plastic,1,190,3.3,Comfortable everyday wear made from organic cotton,Books
PRD-000345,Vitamin C Serum 30ml,UrbanWear,8.58,681.66,Multi,Wood,1,723,2.5,Energy efficient smart lighting for home automation,Toys
PRD-000346,Organic Cotton Tee,PlayCraft,3.34,492.67,Green,,1,218,3.4,,Sports
PRD-000347,Pro Wireless Headphones,PureGlow,19.78,379.88,White,Metal,1,1951,5,High performance wireless audio with noise cancellation,Electronics
PRD-000348,All-Weather Floor Mats,PureGlow,6.32,265.48,White,Metal,0,551,3.9,Comfortable everyday wear made from organic cotton,Electronics
PRD-000349,Trail Running Shoes,PeakFit,20.13,79.6,,Synthetic,0,1860,2.6,Energy efficient smart lighting for home automation,Clothing
PRD-000350,Trail Running Shoes,BrightHome,10.65,228.3,White,Metal,0,332,3.3,Energy efficient smart lighting for home automation,Books
PRD-000351,Organic Cotton Tee,PlayCraft,21.51,45.73,Green,Wood,1,2167,3.3,High performance wireless audio with noise cancellation,Sports
PRD-000352,Vitamin C Serum 30ml,PlayCraft,18.69,819.9,Blue,Glass,1,307,5,,HomeGarden
PRD-000353,Vitamin C Serum 30ml,UrbanWear,4.67,744.72,Red,Cotton,1,331,3.5,Energy efficient smart lighting for home automation,Electronics
PRD-000354,All-Weather Floor Mats,PureGlow,15.19,485.69,Multi,Cotton,0,2421,3.9,Comfortable everyday wear made from organic cotton,Automotive
PRD-000355,Trail Running Shoes,BrightHome,16.3,329.13,White,Plastic,0,888,3.2,Energy efficient smart lighting for home automation,Automotive
PRD-000356,Smart LED Bulb 4-Pack,PeakFit,10.8,466.83,Multi,Wood,1,1802,4.6,Energy efficient smart lighting for home automation,HomeGarden
PRD-000357,Organic Cotton Tee,GreenLeaf,4.57,46.36,Black,Plastic,0,1831,4.3,Energy efficient smart lighting for home automation,Clothing
PRD-000358,Vitamin C Serum 30ml,UrbanWear,1.67,479.47,Blue,Wood,0,1380,3.6,Comfortable everyday wear made from organic cotton,Electronics
PRD-000359,Pro Wireless Headphones,PlayCraft,12.85,672.52,Black,Cotton,0,2494,4.3,Comfortable everyday wear made from organic cotton,HomeGarden
PRD-000360,Data Science Handbook,UrbanWear,4.38,706.16,Red,Synthetic,0,1145,3.4,,Beauty
PRD-000361,Organic Cotton Tee,GreenLeaf,22.2,339.93,,,0,509,4.6,High performance wireless audio with noise cancellation,Beauty
PRD-000362,Pro Wireless Headphones,PureGlow,13.18,663.93,Multi,Cotton,0,886,2.7,Comfortable everyday wear made from organic cotton,Sports
PRD-000363,Smart LED Bulb 4-Pack,NovaTech,9.91,853.37,Multi,Cotton,0,2008,3.8,Comfortable everyday wear made from organic cotton,Automotive
PRD-000364,Trail Running Shoes,AutoShield,0.2,474.1,Green,Cotton,0,2394,3.8,Comfortable everyday wear made from organic cotton,Clothing
PRD-000365,Pro Wireless Headphones,AutoShield,23.98,32.72,Blue,Glass,0,895,2.7,High performance wireless audio with noise cancellation,Electronics
PRD-000366,Trail Running Shoes,PureGlow,13.03,733.21,Green,Cotton,1,571,4.6,,Clothing
PRD-000367,All-Weather Floor Mats,PureGlow,10.45,37.67,Blue,Cotton,1,694,4.7,High performance wireless audio with noise cancellation,Toys
PRD-000368,Organic Cotton Tee,UrbanWear,14.43,755.8,,Wood,0,1398,3.5,Energy efficient smart lighting for home automation,Toys
PRD-000369,All-Weather Floor Mats,UrbanWear,7.53,152.94,Black,Cotton,1,1128,4.1,High performance wireless audio with noise cancellation,Toys
PRD-000370,Trail Running Shoes,PeakFit,18.34,501.49,,Wood,0,400,4.1,Comfortable everyday wear made from organic cotton,Toys
PRD-000371,Vitamin C Serum 30ml,GreenLeaf,12.19,647.14,Green,Plastic,0,1701,4.6,Energy efficient smart lighting for home automation,Books
PRD-000372,Smart LED Bulb 4-Pack,NovaTech,7.2,619.13,Green,Metal,0,499,4.4,,Automotive
PRD-000373,Building Block Set 500pc,BrightHome,12.09,841.07,,Wood,1,61,3.9,High performance wireless audio with noise cancellation,Automotive
PRD-000374,Vitamin C Serum 30ml,BrightHome,22.77,214.87,Multi,Metal,0,991,4.2,,Books
PRD-000375,Vitamin C Serum 30ml,PlayCraft,8.14,82.62,Green,Glass,1,203,3.8,High performance wireless audio with noise cancellation,Toys
PRD-000376,Data Science Handbook,GreenLeaf,23.19,185.35,Red,Glass,1,1717,2.9,High performance wireless audio with noise cancellation,Beauty
PRD-000377,Vitamin C Serum 30ml,NovaTech,18.02,163.64,White,Glass,1,2440,2.7,High performance wireless audio with noise cancellation,Beauty
PRD-000378,Smart LED Bulb 4-Pack,NovaTech,19.75,888.16,Red,Glass,1,1052,2.7,High performance wireless audio with noise cancellation,Clothing
PRD-000379,Organic Cotton Tee,PureGlow,23.56,256,Red,,1,2492,2.8,Comfortable everyday wear made from organic cotton,Books
PRD-000380,All-Weather Floor Mats,NovaTech,13.64,858.78,Blue,Glass,0,1417,3.4,,Books
PRD-000381,Data Science Handbook,PeakFit,3.19,619.53,Multi,Glass,0,1525,4.7,Comfortable everyday wear made from organic cotton,Automotive
PRD-000382,Organic Cotton Tee,PureGlow,24.15,344.25,Black,Metal,0,3,3.6,Comfortable everyday wear made from organic cotton,Books
PRD-000383,Building Block Set 500pc,GreenLeaf,1.15,298.26,Black,Synthetic,0,923,2.6,High performance wireless audio with noise cancellation,Books
PRD-000384,Pro Wireless Headphones,UrbanWear,23.34,647.47,,Metal,0,1427,3.1,High performance wireless audio with noise cancellation,Automotive
PRD-000385,Vitamin C Serum 30ml,PeakFit,9.9,295.84,Red,Cotton,1,668,3,Comfortable everyday wear made from organic cotton,Sports
PRD-000386,Organic Cotton Tee,UrbanWear,1.71,138.66,Multi,Synthetic,0,1601,4.8,High performance wireless audio with noise cancellation,Sports
PRD-000387,Organic Cotton Tee,BrightHome,16.02,619.02,,Glass,0,644,3.5,Energy efficient smart lighting for home automation,Books
PRD-000388,Building Block Set 500pc,NovaTech,10.78,576.3,White,Glass,1,539,2.7,,Beauty
PRD-000389,Smart LED Bulb 4-Pack,PlayCraft,12.27,334.03,Green,Cotton,0,882,3.7,Energy efficient smart lighting for home automation,Toys
PRD-000390,Smart LED Bulb 4-Pack,PureGlow,0.89,252.71,Blue,Cotton,0,1561,4.2,High performance wireless audio with noise cancellation,Beauty
PRD-000391,Pro Wireless Headphones,PureGlow,13.57,553.72,Green,Wood,1,348,4.1,,Automotive
PRD-000392,All-Weather Floor Mats,NovaTech,11.55,466.65,Multi,Glass,0,785,3.7,Energy efficient smart lighting for home automation,Clothing
PRD-000393,Vitamin C Serum 30ml,BrightHome,19.85,434.74,Red,Metal,0,1946,4.9,Comfortable everyday wear made from organic cotton,Toys
PRD-000394,Building Block Set 500pc,AutoShield,24.76,657.43,Green,Plastic,0,997,4.3,Comfortable everyday wear made from organic cotton,Beauty
PRD-000395,Trail Running Shoes,NovaTech,20.79,546.77,Blue,Glass,1,1882,3.5,High performance wireless audio with noise cancellation,Toys
PRD-000396,Vitamin C Serum 30ml,PeakFit,21.13,298.03,White,Wood,1,120,4.6,High performance wireless audio with noise cancellation,Clothing
PRD-000397,Building Block Set 500pc,UrbanWear,9.47,606.43,Black,Plastic,0,369,4.1,Energy efficient smart lighting for home automation,Automotive
PRD-000398,Smart LED Bulb 4-Pack,AutoShield,19.63,138.69,Blue,,1,1906,3.5,Comfortable everyday wear made from organic cotton,Clothing
PRD-000399,Building Block Set 500pc,BrightHome,23.49,259.74,,Plastic,0,2424,4.2,High performance wireless audio with noise cancellation,Clothing
PRD-000400,All-Weather Floor Mats,PeakFit,9.56,227.1,Green,Synthetic,0,235,3.3,Energy efficient smart lighting for home automation,Toys
PRD-000401,All-Weather Floor Mats,GreenLeaf,0.59,443.75,White,Glass,0,25,2.5,Energy efficient smart lighting for home automation,Sports
PRD-000402,Trail Running Shoes,BrightHome,11.49,25.83,Red,Cotton,1,526,3.4,Comfortable everyday wear made from organic cotton,Beauty
PRD-000403,Pro Wireless Headphones,NovaTech,24.68,496.61,Red,Plastic,0,566,3.1,Energy efficient smart lighting for home automation,Beauty
PRD-000404,Organic Cotton Tee,NovaTech,11.39,481.9,Black,Plastic,1,2274,3.6,High performance wireless audio with noise cancellation,Clothing
PRD-000405,Building Block Set 500pc,PlayCraft,13.35,573.49,Blue,Plastic,1,2245,4.8,Energy efficient smart lighting for home automation,Automotive
PRD-000406,Organic Cotton Tee,AutoShield,0.65,399.65,Blue,Metal,1,2430,4.9,,Automotive
PRD-000407,Trail Running Shoes,UrbanWear,15.55,682.03,,,0,1254,4.3,Comfortable everyday wear made from organic cotton,Sports
PRD-000408,Organic Cotton Tee,PlayCraft,23.71,770.68,Green,Plastic,0,1556,4.8,Comfortable everyday wear made from organic cotton,Sports
PRD-000409,Pro Wireless Headphones,BrightHome,1.36,391.13,Green,Synthetic,0,677,3.7,Energy efficient smart lighting for home automation,Clothing
PRD-000410,Data Science Handbook,AutoShield,23.3,545.95,Black,Plastic,0,2071,3.1,Comfortable everyday wear made from organic cotton,Automotive
PRD-000411,Data Science Handbook,UrbanWear,22.79,162.42,Blue,Synthetic,0,1362,3.6,,Electronics
PRD-000412,Data Science Handbook,AutoShield,3.13,476.17,Blue,Wood,1,1748,4.3,,HomeGarden
PRD-000413,Building Block Set 500pc,UrbanWear,23.68,196.33,Blue,Glass,0,1523,4.9,Energy efficient smart lighting for home automation,Beauty
PRD-000414,Building Block Set 500pc,BrightHome,0.54,16.41,Green,Synthetic,1,298,4.4,,Books
PRD-000415,Building Block Set 500pc,GreenLeaf,11.23,32.76,Red,Wood,1,1560,4.3,Comfortable everyday wear made from organic cotton,HomeGarden
PRD-000416,Vitamin C Serum 30ml,GreenLeaf,8.9,699.81,Multi,Cotton,0,6,2.6,,Beauty
PRD-000417,All-Weather Floor Mats,UrbanWear,15.4,799.96,Black,Plastic,0,2072,3.8,High performance wireless audio with noise cancellation,Sports
PRD-000418,Vitamin C Serum 30ml,UrbanWear,9.97,84.26,Multi,Synthetic,0,1803,3.5,,Beauty
