RecordId,Text,DocumentType,WordCount,Source
NLP-000329,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Email
NLP-000330,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Review
NLP-000331,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Email
NLP-000332,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,SocialMedia
NLP-000333,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,Survey
NLP-000334,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Review
NLP-000335,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Review
NLP-000336,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Chat
NLP-000337,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Email
NLP-000338,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Review
NLP-000339,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,Email
NLP-000340,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Ticket
NLP-000341,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Review
NLP-000342,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,Chat
NLP-000343,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,SocialMedia
NLP-000344,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Ticket
NLP-000345,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,SocialMedia
NLP-000346,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,SocialMedia
NLP-000347,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Review
NLP-000348,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Email
NLP-000349,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Survey
NLP-000350,The receiving party agrees not to disclose confidential information for five years.,NDA,12,SocialMedia
NLP-000351,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,SocialMedia
NLP-000352,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Survey
NLP-000353,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Survey
NLP-000354,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Survey
NLP-000355,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Email
NLP-000356,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,SocialMedia
NLP-000357,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Ticket
NLP-000358,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,SocialMedia
NLP-000359,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Ticket
NLP-000360,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Email
NLP-000361,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,SocialMedia
NLP-000362,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Survey
NLP-000363,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Survey
NLP-000364,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,Review
NLP-000365,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,Review
NLP-000366,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Chat
NLP-000367,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,SocialMedia
NLP-000368,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,SocialMedia
NLP-000369,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Chat
NLP-000370,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,SocialMedia
NLP-000371,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,Ticket
NLP-000372,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Email
NLP-000373,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Chat
NLP-000374,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Ticket
NLP-000375,This agreement is entered into between Party A and Party B effective January 1.,Contract,14,Survey
NLP-000376,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Email
NLP-000377,Plaintiff respectfully submits this motion for summary judgment to the court.,CourtFiling,11,Chat
NLP-000378,A system and method for processing data using machine learning algorithms is disclosed.,Patent,13,Review
NLP-000379,Annual audit findings indicate partial compliance with regulation SEC-404.,ComplianceReport,9,Review
NLP-000380,The receiving party agrees not to disclose confidential information for five years.,NDA,12,Review
