EmailId,SenderDomain,WordCount,HasAttachment,NumLinks,IsReply,HourReceived,SubjectLine,EmailBodySnippet,EmailIntent
EML-000250,company.com,114,1,1,1,19,Special offer inside,I am unable to access my account after the latest update.,SupportRequest
EML-000251,company.com,85,0,7,0,21,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000252,outlook.com,81,1,4,1,6,Re: Project timeline,My order arrived damaged and customer service has not responded.,Complaint
EML-000253,unknown.net,50,0,8,1,2,Invoice question,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000254,vendor.io,149,1,5,1,4,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000255,company.com,318,0,2,1,5,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000256,outlook.com,347,0,7,0,18,Re: Project timeline,I am unable to access my account after the latest update.,SupportRequest
EML-000257,outlook.com,257,1,3,0,9,Re: Project timeline,I am unable to access my account after the latest update.,SupportRequest
EML-000258,company.com,288,0,6,0,23,Invoice question,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000259,vendor.io,90,0,5,0,19,Urgent: account issue,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000260,vendor.io,261,0,2,0,5,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000261,gmail.com,349,0,8,1,0,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000262,vendor.io,286,0,6,0,11,Re: Project timeline,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000263,vendor.io,121,0,4,1,4,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000264,gmail.com,200,0,1,1,0,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000265,vendor.io,384,0,8,0,4,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000266,gmail.com,208,0,1,1,23,Special offer inside,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000267,vendor.io,30,0,5,0,23,Invoice question,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000268,company.com,277,0,6,0,2,Re: Project timeline,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000269,company.com,254,1,0,0,14,Urgent: account issue,Please find my resume attached for the senior developer role.,JobApplication
EML-000270,unknown.net,324,0,6,0,15,Invoice question,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000271,unknown.net,40,0,4,1,0,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000272,gmail.com,164,0,2,0,10,Invoice question,My order arrived damaged and customer service has not responded.,Complaint
EML-000273,unknown.net,274,1,0,0,22,Special offer inside,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000274,gmail.com,362,0,0,0,5,Urgent: account issue,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000275,vendor.io,45,0,8,0,3,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000276,outlook.com,204,0,4,1,21,Re: Project timeline,My order arrived damaged and customer service has not responded.,Complaint
EML-000277,company.com,45,0,4,1,13,Urgent: account issue,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000278,vendor.io,375,1,6,1,15,Urgent: account issue,Please find my resume attached for the senior developer role.,JobApplication
EML-000279,vendor.io,65,0,8,0,15,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000280,outlook.com,58,0,6,0,3,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000281,gmail.com,168,1,5,0,17,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000282,unknown.net,26,0,3,1,14,Application for open position,I am unable to access my account after the latest update.,SupportRequest
EML-000283,vendor.io,202,0,2,0,23,Invoice question,My order arrived damaged and customer service has not responded.,Complaint
EML-000284,unknown.net,21,1,3,0,11,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000285,outlook.com,79,0,2,1,11,Special offer inside,I am unable to access my account after the latest update.,SupportRequest
EML-000286,company.com,51,0,2,1,2,Invoice question,My order arrived damaged and customer service has not responded.,Complaint
EML-000287,vendor.io,164,1,8,0,16,Urgent: account issue,Please find my resume attached for the senior developer role.,JobApplication
EML-000288,gmail.com,329,0,1,0,15,Re: Project timeline,My order arrived damaged and customer service has not responded.,Complaint
EML-000289,gmail.com,288,0,1,0,22,Invoice question,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000290,gmail.com,193,0,1,0,19,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000291,vendor.io,293,0,8,0,0,Special offer inside,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000292,unknown.net,101,0,6,1,2,Invoice question,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000293,outlook.com,335,1,1,1,5,Re: Project timeline,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000294,gmail.com,62,0,6,0,7,Re: Project timeline,I am unable to access my account after the latest update.,SupportRequest
EML-000295,outlook.com,368,1,4,0,20,Application for open position,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000296,outlook.com,287,0,5,0,15,Invoice question,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000297,unknown.net,166,0,7,0,7,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000298,outlook.com,329,0,7,1,3,Special offer inside,I am unable to access my account after the latest update.,SupportRequest
EML-000299,unknown.net,363,1,4,0,9,Invoice question,Please find my resume attached for the senior developer role.,JobApplication
EML-000300,company.com,23,0,1,0,14,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000301,company.com,353,0,4,1,18,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000302,outlook.com,79,0,7,1,10,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000303,outlook.com,400,1,7,0,2,Application for open position,Please find my resume attached for the senior developer role.,JobApplication
EML-000304,company.com,47,0,5,1,11,Special offer inside,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000305,outlook.com,376,0,4,0,2,Invoice question,Please find my resume attached for the senior developer role.,JobApplication
EML-000306,gmail.com,175,1,1,1,21,Re: Project timeline,I am unable to access my account after the latest update.,SupportRequest
EML-000307,gmail.com,362,0,1,0,21,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000308,gmail.com,12,1,7,0,4,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000309,vendor.io,374,0,5,0,21,Urgent: account issue,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000310,company.com,13,1,6,0,8,Urgent: account issue,My order arrived damaged and customer service has not responded.,Complaint
EML-000311,gmail.com,378,0,3,1,15,Re: Project timeline,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000312,gmail.com,219,0,0,1,12,Urgent: account issue,My order arrived damaged and customer service has not responded.,Complaint
EML-000313,gmail.com,98,0,8,0,9,Invoice question,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000314,unknown.net,23,0,4,1,6,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000315,company.com,189,1,0,0,2,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000316,gmail.com,37,0,1,1,15,Special offer inside,I am unable to access my account after the latest update.,SupportRequest
EML-000317,vendor.io,50,0,7,1,2,Re: Project timeline,My order arrived damaged and customer service has not responded.,Complaint
EML-000318,vendor.io,268,1,4,1,3,Application for open position,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000319,company.com,164,0,4,0,7,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000320,unknown.net,181,0,3,1,1,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000321,company.com,50,0,3,0,17,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000322,unknown.net,399,0,8,0,11,Urgent: account issue,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000323,gmail.com,391,0,8,0,20,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000324,vendor.io,247,0,2,1,7,Invoice question,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000325,outlook.com,127,0,5,0,17,Application for open position,Please find my resume attached for the senior developer role.,JobApplication
EML-000326,unknown.net,28,1,6,1,1,Invoice question,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000327,vendor.io,127,0,4,1,19,Invoice question,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000328,vendor.io,316,0,5,0,17,Re: Project timeline,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000329,unknown.net,242,1,2,0,1,Application for open position,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000330,outlook.com,399,0,5,0,1,Special offer inside,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000331,unknown.net,44,0,8,0,19,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000332,gmail.com,370,0,1,0,20,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000333,unknown.net,344,0,8,1,2,Application for open position,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000334,gmail.com,187,0,2,1,2,Special offer inside,I am unable to access my account after the latest update.,SupportRequest
EML-000335,company.com,361,0,4,1,6,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000336,outlook.com,119,0,5,0,13,Re: Project timeline,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000337,outlook.com,18,1,1,0,5,Special offer inside,Please find my resume attached for the senior developer role.,JobApplication
EML-000338,vendor.io,191,1,8,0,14,Invoice question,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000339,gmail.com,334,0,1,1,8,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000340,vendor.io,106,0,2,0,8,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000341,outlook.com,137,1,1,1,18,Re: Project timeline,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000342,unknown.net,244,0,1,1,10,Urgent: account issue,My order arrived damaged and customer service has not responded.,Complaint
EML-000343,vendor.io,314,1,8,0,9,Special offer inside,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000344,outlook.com,137,0,7,0,9,Invoice question,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000345,vendor.io,261,0,2,0,17,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000346,company.com,111,0,2,0,11,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000347,company.com,288,1,8,1,18,Special offer inside,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000348,company.com,36,0,5,0,8,Special offer inside,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000349,vendor.io,343,0,0,0,8,Application for open position,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000350,unknown.net,136,0,4,1,0,Re: Project timeline,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000351,outlook.com,150,1,7,0,19,Re: Project timeline,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000352,outlook.com,52,0,3,1,14,Urgent: account issue,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000353,outlook.com,199,0,5,1,20,Re: Project timeline,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000354,company.com,378,0,2,0,5,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000355,gmail.com,257,1,4,0,22,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000356,vendor.io,392,1,3,0,5,Invoice question,Please find my resume attached for the senior developer role.,JobApplication
EML-000357,gmail.com,66,1,1,1,8,Special offer inside,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000358,vendor.io,106,0,0,1,10,Invoice question,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000359,company.com,385,1,1,0,22,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000360,gmail.com,365,1,3,0,7,Application for open position,I am unable to access my account after the latest update.,SupportRequest
EML-000361,unknown.net,364,1,4,0,3,Invoice question,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000362,unknown.net,304,0,8,1,1,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000363,unknown.net,80,0,0,1,6,Special offer inside,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000364,vendor.io,183,0,6,1,4,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000365,gmail.com,179,0,1,1,6,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000366,unknown.net,315,0,1,0,20,Re: Project timeline,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000367,unknown.net,218,0,2,0,0,Application for open position,I am unable to access my account after the latest update.,SupportRequest
EML-000368,outlook.com,377,0,3,1,1,Application for open position,Please find my resume attached for the senior developer role.,JobApplication
EML-000369,vendor.io,336,0,8,1,5,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000370,unknown.net,220,0,8,0,7,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000371,unknown.net,324,1,7,0,17,Invoice question,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000372,unknown.net,199,1,4,1,10,Invoice question,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000373,company.com,329,1,7,0,13,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000374,outlook.com,14,1,3,1,17,Re: Project timeline,My order arrived damaged and customer service has not responded.,Complaint
EML-000375,gmail.com,366,0,0,1,6,Special offer inside,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000376,outlook.com,372,0,2,0,1,Application for open position,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000377,gmail.com,254,0,8,0,22,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000378,company.com,257,1,7,0,11,Application for open position,Please find my resume attached for the senior developer role.,JobApplication
EML-000379,unknown.net,329,1,6,0,4,Application for open position,Please find my resume attached for the senior developer role.,JobApplication
EML-000380,unknown.net,395,1,1,1,22,Urgent: account issue,My order arrived damaged and customer service has not responded.,Complaint
EML-000381,company.com,317,1,8,1,1,Re: Project timeline,Please find my resume attached for the senior developer role.,JobApplication
EML-000382,vendor.io,139,1,2,0,23,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000383,unknown.net,95,0,0,1,0,Re: Project timeline,I am unable to access my account after the latest update.,SupportRequest
EML-000384,company.com,375,0,1,0,0,Special offer inside,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000385,gmail.com,297,0,5,0,14,Application for open position,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000386,vendor.io,175,0,8,0,11,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000387,company.com,206,0,8,1,0,Special offer inside,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000388,outlook.com,296,0,2,0,17,Invoice question,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000389,company.com,242,1,0,0,4,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000390,outlook.com,105,0,3,0,20,Invoice question,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000391,outlook.com,190,1,8,0,23,Application for open position,I am unable to access my account after the latest update.,SupportRequest
EML-000392,outlook.com,367,0,1,0,0,Re: Project timeline,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000393,vendor.io,160,1,2,1,0,Invoice question,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000394,vendor.io,222,0,4,0,16,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000395,outlook.com,155,0,1,0,21,Invoice question,My order arrived damaged and customer service has not responded.,Complaint
EML-000396,vendor.io,324,0,2,0,22,Urgent: account issue,I am unable to access my account after the latest update.,SupportRequest
EML-000397,vendor.io,262,0,0,1,21,Invoice question,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000398,vendor.io,150,0,0,1,21,Urgent: account issue,My order arrived damaged and customer service has not responded.,Complaint
EML-000399,company.com,332,1,1,0,11,Re: Project timeline,Please find my resume attached for the senior developer role.,JobApplication
EML-000400,gmail.com,204,0,4,0,12,Special offer inside,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000401,outlook.com,364,0,6,0,7,Re: Project timeline,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000402,gmail.com,350,0,8,1,5,Urgent: account issue,I am unable to access my account after the latest update.,SupportRequest
EML-000403,company.com,201,1,5,0,7,Urgent: account issue,I am unable to access my account after the latest update.,SupportRequest
EML-000404,vendor.io,200,1,3,1,2,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000405,company.com,55,0,2,1,23,Special offer inside,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000406,vendor.io,177,0,2,0,16,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000407,outlook.com,210,1,8,1,20,Urgent: account issue,Please find my resume attached for the senior developer role.,JobApplication
EML-000408,vendor.io,61,0,7,1,10,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000409,outlook.com,186,1,1,0,12,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000410,unknown.net,52,1,5,0,3,Re: Project timeline,Please find my resume attached for the senior developer role.,JobApplication
EML-000411,outlook.com,118,0,1,0,16,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000412,company.com,211,0,8,1,4,Special offer inside,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000413,gmail.com,163,0,5,0,18,Special offer inside,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000414,company.com,140,1,2,1,10,Special offer inside,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000415,outlook.com,395,0,8,0,1,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000416,outlook.com,44,1,1,0,16,Special offer inside,Please find my resume attached for the senior developer role.,JobApplication
EML-000417,company.com,195,0,7,0,17,Urgent: account issue,I am unable to access my account after the latest update.,SupportRequest
EML-000418,vendor.io,72,1,8,1,15,Urgent: account issue,Please find my resume attached for the senior developer role.,JobApplication
EML-000419,outlook.com,265,1,0,0,21,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000420,outlook.com,115,1,0,0,20,Invoice question,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000421,outlook.com,386,0,2,0,18,Invoice question,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000422,vendor.io,147,0,5,1,11,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000423,unknown.net,368,1,4,0,21,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000424,unknown.net,145,0,7,1,5,Re: Project timeline,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000425,vendor.io,263,0,4,0,11,Application for open position,Congratulations! You have won a prize. Click here immediately.,Spam
EML-000426,company.com,302,1,1,1,9,Invoice question,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000427,vendor.io,130,1,5,0,1,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000428,outlook.com,380,0,1,0,1,Re: Project timeline,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000429,company.com,211,0,7,1,1,Application for open position,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000430,vendor.io,87,1,8,0,13,Urgent: account issue,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000431,outlook.com,26,0,8,1,2,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000432,company.com,125,0,6,0,19,Urgent: account issue,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000433,company.com,170,1,2,0,11,Re: Project timeline,Please find my resume attached for the senior developer role.,JobApplication
EML-000434,unknown.net,68,0,0,0,6,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000435,gmail.com,194,1,8,1,6,Invoice question,My order arrived damaged and customer service has not responded.,Complaint
EML-000436,unknown.net,307,0,5,1,21,Application for open position,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000437,gmail.com,205,1,5,0,23,Application for open position,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000438,company.com,349,0,1,0,11,Re: Project timeline,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000439,vendor.io,195,0,3,1,4,Application for open position,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000440,vendor.io,52,0,2,0,1,Re: Project timeline,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000441,company.com,66,0,3,1,19,Invoice question,Weekly digest: top stories in technology and business this week.,Newsletter
EML-000442,company.com,38,0,5,0,6,Urgent: account issue,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000443,vendor.io,309,1,5,1,5,Special offer inside,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000444,company.com,303,0,1,0,16,Application for open position,My order arrived damaged and customer service has not responded.,Complaint
EML-000445,vendor.io,55,0,3,0,5,Invoice question,I am unable to access my account after the latest update.,SupportRequest
EML-000446,gmail.com,271,0,4,1,3,Urgent: account issue,Could you send pricing for the enterprise plan for 200 users?,SalesInquiry
EML-000447,gmail.com,172,0,0,1,4,Special offer inside,My order arrived damaged and customer service has not responded.,Complaint
EML-000448,outlook.com,152,1,8,1,4,Application for open position,There is a discrepancy on invoice #8834 dated last month.,InvoiceQuestion
EML-000449,vendor.io,82,0,6,1,0,Special offer inside,Can we schedule a call next Tuesday to discuss the proposal?,MeetingRequest
EML-000450,outlook.com,71,0,8,0,20,Urgent: account issue,My order arrived damaged and customer service has not responded.,Complaint
