RecordId,Text,TicketCategory,WordCount,Source
NLP-000388,The application crashes every time I try to export a report.,Technical,11,Ticket
NLP-000389,I forgot my password and the reset link is not working.,AccountAccess,11,Review
NLP-000390,I forgot my password and the reset link is not working.,AccountAccess,11,Email
NLP-000391,I forgot my password and the reset link is not working.,AccountAccess,11,Chat
NLP-000392,I forgot my password and the reset link is not working.,AccountAccess,11,Email
NLP-000393,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000394,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000395,I was charged twice on my latest invoice and need a refund.,Billing,12,SocialMedia
NLP-000396,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000397,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000398,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000399,The application crashes every time I try to export a report.,Technical,11,Survey
NLP-000400,The application crashes every time I try to export a report.,Technical,11,Survey
NLP-000401,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000402,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000403,The application crashes every time I try to export a report.,Technical,11,SocialMedia
NLP-000404,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000405,My package has been stuck in transit for over two weeks.,Shipping,11,Email
NLP-000406,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000407,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000408,The application crashes every time I try to export a report.,Technical,11,SocialMedia
NLP-000409,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000410,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000411,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000412,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000413,My package has been stuck in transit for over two weeks.,Shipping,11,Ticket
NLP-000414,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000415,I forgot my password and the reset link is not working.,AccountAccess,11,Email
NLP-000416,I was charged twice on my latest invoice and need a refund.,Billing,12,SocialMedia
NLP-000417,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000418,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000419,My package has been stuck in transit for over two weeks.,Shipping,11,Email
NLP-000420,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000421,The application crashes every time I try to export a report.,Technical,11,SocialMedia
NLP-000422,I was charged twice on my latest invoice and need a refund.,Billing,12,Chat
NLP-000423,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000424,I was charged twice on my latest invoice and need a refund.,Billing,12,Ticket
NLP-000425,My package has been stuck in transit for over two weeks.,Shipping,11,SocialMedia
NLP-000426,My package has been stuck in transit for over two weeks.,Shipping,11,Review
NLP-000427,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000428,The application crashes every time I try to export a report.,Technical,11,Email
NLP-000429,My package has been stuck in transit for over two weeks.,Shipping,11,SocialMedia
NLP-000430,My package has been stuck in transit for over two weeks.,Shipping,11,Ticket
NLP-000431,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000432,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000433,The application crashes every time I try to export a report.,Technical,11,Email
NLP-000434,The application crashes every time I try to export a report.,Technical,11,Ticket
NLP-000435,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000436,The application crashes every time I try to export a report.,Technical,11,SocialMedia
NLP-000437,The application crashes every time I try to export a report.,Technical,11,Ticket
NLP-000438,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000439,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000440,I was charged twice on my latest invoice and need a refund.,Billing,12,Chat
NLP-000441,My package has been stuck in transit for over two weeks.,Shipping,11,Ticket
NLP-000442,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000443,I forgot my password and the reset link is not working.,AccountAccess,11,SocialMedia
NLP-000444,My package has been stuck in transit for over two weeks.,Shipping,11,Chat
NLP-000445,My package has been stuck in transit for over two weeks.,Shipping,11,Email
NLP-000446,"I would like to return item #8821, it arrived damaged.",Returns,10,Chat
NLP-000447,I was charged twice on my latest invoice and need a refund.,Billing,12,Survey
NLP-000448,I forgot my password and the reset link is not working.,AccountAccess,11,SocialMedia
NLP-000449,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000450,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000451,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000452,My package has been stuck in transit for over two weeks.,Shipping,11,SocialMedia
NLP-000453,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000454,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000455,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000456,My package has been stuck in transit for over two weeks.,Shipping,11,Email
NLP-000457,"I would like to return item #8821, it arrived damaged.",Returns,10,SocialMedia
NLP-000458,My package has been stuck in transit for over two weeks.,Shipping,11,Survey
NLP-000459,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000460,I forgot my password and the reset link is not working.,AccountAccess,11,Chat
NLP-000461,I was charged twice on my latest invoice and need a refund.,Billing,12,Email
NLP-000462,I was charged twice on my latest invoice and need a refund.,Billing,12,Ticket
NLP-000463,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000464,"I would like to return item #8821, it arrived damaged.",Returns,10,Chat
NLP-000465,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000466,The application crashes every time I try to export a report.,Technical,11,Email
NLP-000467,My package has been stuck in transit for over two weeks.,Shipping,11,Email
NLP-000468,I was charged twice on my latest invoice and need a refund.,Billing,12,SocialMedia
NLP-000469,"I would like to return item #8821, it arrived damaged.",Returns,10,Ticket
NLP-000470,The application crashes every time I try to export a report.,Technical,11,Survey
NLP-000471,"I would like to return item #8821, it arrived damaged.",Returns,10,Chat
NLP-000472,The application crashes every time I try to export a report.,Technical,11,Ticket
NLP-000473,The application crashes every time I try to export a report.,Technical,11,Chat
NLP-000474,I was charged twice on my latest invoice and need a refund.,Billing,12,SocialMedia
NLP-000475,My package has been stuck in transit for over two weeks.,Shipping,11,Survey
NLP-000476,"I would like to return item #8821, it arrived damaged.",Returns,10,Ticket
NLP-000477,The application crashes every time I try to export a report.,Technical,11,Survey
NLP-000478,My package has been stuck in transit for over two weeks.,Shipping,11,Chat
NLP-000479,My package has been stuck in transit for over two weeks.,Shipping,11,Survey
NLP-000480,I was charged twice on my latest invoice and need a refund.,Billing,12,Survey
NLP-000481,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000482,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000483,My package has been stuck in transit for over two weeks.,Shipping,11,Review
NLP-000484,"I would like to return item #8821, it arrived damaged.",Returns,10,Ticket
NLP-000485,I forgot my password and the reset link is not working.,AccountAccess,11,SocialMedia
NLP-000486,My package has been stuck in transit for over two weeks.,Shipping,11,Ticket
NLP-000487,The application crashes every time I try to export a report.,Technical,11,Survey
NLP-000488,I forgot my password and the reset link is not working.,AccountAccess,11,Review
NLP-000489,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000490,The application crashes every time I try to export a report.,Technical,11,Chat
NLP-000491,My package has been stuck in transit for over two weeks.,Shipping,11,Survey
NLP-000492,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000493,I forgot my password and the reset link is not working.,AccountAccess,11,Review
NLP-000494,"I would like to return item #8821, it arrived damaged.",Returns,10,Ticket
NLP-000495,I forgot my password and the reset link is not working.,AccountAccess,11,Chat
NLP-000496,I was charged twice on my latest invoice and need a refund.,Billing,12,Ticket
NLP-000497,I forgot my password and the reset link is not working.,AccountAccess,11,Chat
NLP-000498,I forgot my password and the reset link is not working.,AccountAccess,11,Chat
NLP-000499,I forgot my password and the reset link is not working.,AccountAccess,11,Review
NLP-000500,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000501,The application crashes every time I try to export a report.,Technical,11,SocialMedia
NLP-000502,I forgot my password and the reset link is not working.,AccountAccess,11,Chat
NLP-000503,I forgot my password and the reset link is not working.,AccountAccess,11,Survey
NLP-000504,"I would like to return item #8821, it arrived damaged.",Returns,10,Review
NLP-000505,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000506,I forgot my password and the reset link is not working.,AccountAccess,11,Review
NLP-000507,I was charged twice on my latest invoice and need a refund.,Billing,12,Chat
NLP-000508,"I would like to return item #8821, it arrived damaged.",Returns,10,Email
NLP-000509,The application crashes every time I try to export a report.,Technical,11,Review
NLP-000510,My package has been stuck in transit for over two weeks.,Shipping,11,Survey
NLP-000511,"I would like to return item #8821, it arrived damaged.",Returns,10,Survey
NLP-000512,I forgot my password and the reset link is not working.,AccountAccess,11,Email
NLP-000513,The application crashes every time I try to export a report.,Technical,11,Email
NLP-000514,I was charged twice on my latest invoice and need a refund.,Billing,12,Survey
NLP-000515,I was charged twice on my latest invoice and need a refund.,Billing,12,SocialMedia
NLP-000516,I was charged twice on my latest invoice and need a refund.,Billing,12,Email
NLP-000517,"I would like to return item #8821, it arrived damaged.",Returns,10,Chat
NLP-000518,I was charged twice on my latest invoice and need a refund.,Billing,12,Survey
NLP-000519,I was charged twice on my latest invoice and need a refund.,Billing,12,Review
NLP-000520,I was charged twice on my latest invoice and need a refund.,Billing,12,SocialMedia
