TicketId,CustomerTier,Channel,Priority,ProductLine,ResponseTimeHours,ResolutionTimeHours,AgentExperienceYears,Escalated,CustomerSentimentScore,TicketSubject,TicketCategory
TKT-000233,Silver,Phone,Critical,CloudSuite,6.3,88.9,4.3,0,0.91,Delayed shipment tracking,Technical
TKT-000234,Gold,Email,High,EnterpriseERP,28.3,86.1,10.5,1,-0.21,Delayed shipment tracking,Shipping
TKT-000235,Platinum,Phone,Medium,EnterpriseERP,44.3,65.6,9.5,0,0.86,Delayed shipment tracking,Technical
TKT-000236,Gold,Phone,Critical,RetailPOS,23.6,29.8,7.1,0,0.6,Cannot reset password,Billing
TKT-000237,Platinum,Phone,Low,MobileApp,16.6,6.6,6.8,0,-0.01,Invoice discrepancy for March,AccountAccess
TKT-000238,Gold,Email,Medium,MobileApp,37.7,114,10.9,0,0.72,Request refund for order #4421,Shipping
TKT-000239,Silver,Phone,High,EnterpriseERP,36.9,28.6,2.6,0,0.14,Cannot reset password,Returns
TKT-000240,Bronze,Phone,Low,CloudSuite,3.5,82.1,1.9,0,0.2,App crashes on startup,Shipping
TKT-000241,Platinum,WebPortal,High,RetailPOS,3.6,70.2,7.8,0,0.21,Delayed shipment tracking,Returns
TKT-000242,Bronze,Chat,High,MobileApp,46.1,38.7,1.9,0,0,Invoice discrepancy for March,AccountAccess
TKT-000243,Silver,Email,Critical,EnterpriseERP,42.7,73.5,3.1,0,0.91,API rate limit exceeded,ProductInquiry
TKT-000244,Platinum,Email,Medium,CloudSuite,15.4,76.6,7.6,0,0.33,API rate limit exceeded,Technical
TKT-000245,Bronze,Chat,Low,EnterpriseERP,37.4,32.1,6.2,1,0.14,App crashes on startup,Billing
TKT-000246,Bronze,Phone,High,EnterpriseERP,2.1,5.6,11.8,0,0.03,Invoice discrepancy for March,Technical
TKT-000247,Gold,Chat,Medium,MobileApp,7.9,8.1,11.7,0,0.19,API rate limit exceeded,Shipping
TKT-000248,Bronze,Chat,High,RetailPOS,16.2,75.1,1,0,0.54,API rate limit exceeded,Billing
TKT-000249,Gold,Phone,High,EnterpriseERP,5.1,117.8,4.4,0,0.11,Delayed shipment tracking,AccountAccess
TKT-000250,Platinum,WebPortal,High,EnterpriseERP,0.8,41.1,5.5,0,0.62,API rate limit exceeded,Billing
TKT-000251,Bronze,Chat,Low,EnterpriseERP,41.7,9.2,9,0,-0.66,App crashes on startup,ProductInquiry
TKT-000252,Platinum,Phone,Medium,RetailPOS,45.6,22.5,3.8,0,-0.8,Cannot reset password,Technical
TKT-000253,Gold,Email,Medium,RetailPOS,45.6,8,3.4,0,-0.88,Invoice discrepancy for March,ProductInquiry
TKT-000254,Platinum,WebPortal,Critical,EnterpriseERP,23.5,41.4,0.8,0,-0.69,App crashes on startup,Billing
TKT-000255,Gold,WebPortal,Medium,MobileApp,15.3,59.9,10.5,0,-0.45,App crashes on startup,Technical
TKT-000256,Platinum,Chat,Critical,EnterpriseERP,26.1,64.4,1.1,0,0.42,Invoice discrepancy for March,AccountAccess
TKT-000257,Bronze,Email,Medium,CloudSuite,41.1,84.8,7.7,0,0.5,App crashes on startup,ProductInquiry
TKT-000258,Silver,Chat,High,MobileApp,20.1,4.9,1.8,0,0.84,Invoice discrepancy for March,Shipping
TKT-000259,Bronze,WebPortal,High,CloudSuite,11.2,55.3,10.4,0,0.43,Delayed shipment tracking,Technical
TKT-000260,Bronze,Phone,Critical,RetailPOS,12.8,101.9,0.6,0,-0.8,Delayed shipment tracking,Billing
TKT-000261,Bronze,Phone,High,EnterpriseERP,39.1,29.8,3,0,0.61,Delayed shipment tracking,ProductInquiry
TKT-000262,Gold,Chat,Low,MobileApp,39.3,11.1,2.7,0,0.72,Delayed shipment tracking,Technical
TKT-000263,Silver,Email,Critical,CloudSuite,13.6,90.7,4.7,0,-0.85,Invoice discrepancy for March,Shipping
TKT-000264,Gold,WebPortal,High,MobileApp,26.5,51.1,8.8,0,-0.5,API rate limit exceeded,ProductInquiry
TKT-000265,Bronze,WebPortal,High,MobileApp,23.6,51.2,3.8,0,-0.02,API rate limit exceeded,Shipping
TKT-000266,Platinum,WebPortal,High,RetailPOS,30.1,57.9,1.9,0,-0.27,Invoice discrepancy for March,Technical
TKT-000267,Silver,Email,Low,MobileApp,19,87.5,4.2,0,-0.53,App crashes on startup,Returns
TKT-000268,Gold,Chat,Low,RetailPOS,21.8,78.8,0.8,1,-0.62,App crashes on startup,Technical
TKT-000269,Bronze,Chat,Low,CloudSuite,24.4,26.2,5.4,0,-0.35,Cannot reset password,AccountAccess
TKT-000270,Gold,Phone,High,CloudSuite,30.8,61.9,4.2,0,-0.27,Delayed shipment tracking,Technical
TKT-000271,Bronze,Email,Low,RetailPOS,8.1,73,5.3,0,-0.45,Request refund for order #4421,Shipping
TKT-000272,Gold,WebPortal,Low,EnterpriseERP,15.6,64.3,10.7,0,-0.88,API rate limit exceeded,Technical
TKT-000273,Platinum,WebPortal,Low,CloudSuite,24,51.7,2.1,0,0.09,App crashes on startup,Returns
TKT-000274,Platinum,Chat,Critical,CloudSuite,35.8,11,2,0,0.32,App crashes on startup,Technical
TKT-000275,Silver,Email,Critical,RetailPOS,17.2,98.1,8.4,0,-0.18,App crashes on startup,Technical
TKT-000276,Bronze,Chat,High,CloudSuite,23.6,13.5,8.3,0,0.83,API rate limit exceeded,Technical
TKT-000277,Silver,Email,High,CloudSuite,15,73.5,5.1,1,-0.58,API rate limit exceeded,ProductInquiry
TKT-000278,Silver,Email,High,MobileApp,43.3,61.2,2.2,0,0.51,Invoice discrepancy for March,Billing
TKT-000279,Silver,Phone,Medium,EnterpriseERP,24.7,44.6,2.5,1,-0.57,Delayed shipment tracking,Shipping
TKT-000280,Platinum,Chat,Low,EnterpriseERP,6.9,81.1,4.6,0,-0.17,Cannot reset password,Shipping
TKT-000281,Gold,Phone,Medium,EnterpriseERP,43.6,41.6,11.3,0,0.99,App crashes on startup,ProductInquiry
TKT-000282,Silver,Phone,High,CloudSuite,16.5,20.4,10.5,0,-0.61,App crashes on startup,Shipping
TKT-000283,Bronze,WebPortal,Medium,RetailPOS,1.1,30,4.1,0,0.32,Cannot reset password,Returns
TKT-000284,Gold,Chat,Medium,MobileApp,26.7,47.5,2,0,0.19,Cannot reset password,Returns
TKT-000285,Gold,WebPortal,Medium,MobileApp,18.5,111.2,7.7,0,-0.66,Invoice discrepancy for March,Billing
TKT-000286,Platinum,Phone,High,RetailPOS,25.9,38.1,8.6,0,0.39,Cannot reset password,Billing
TKT-000287,Platinum,WebPortal,High,RetailPOS,8.8,82.7,2.4,0,-0.83,Delayed shipment tracking,Billing
TKT-000288,Platinum,Email,High,MobileApp,8.1,91.1,6.3,0,0.9,Cannot reset password,ProductInquiry
TKT-000289,Platinum,WebPortal,Medium,CloudSuite,7.2,11.3,1.8,0,-0.16,App crashes on startup,AccountAccess
TKT-000290,Bronze,Email,High,EnterpriseERP,31,16.4,10,0,-0.8,Delayed shipment tracking,Shipping
TKT-000291,Platinum,Phone,Medium,MobileApp,46.4,22.3,11.6,1,-0.17,API rate limit exceeded,Returns
TKT-000292,Platinum,Phone,High,CloudSuite,43.5,111.3,4.5,0,0.54,Request refund for order #4421,Technical
TKT-000293,Silver,Email,Low,MobileApp,45.1,59.1,1.3,1,-0.9,Delayed shipment tracking,Shipping
TKT-000294,Gold,WebPortal,Medium,CloudSuite,47.3,111.2,8.9,0,-0.19,API rate limit exceeded,AccountAccess
TKT-000295,Platinum,Email,Low,CloudSuite,46.7,84.1,6.7,0,0.55,API rate limit exceeded,Returns
TKT-000296,Bronze,Email,Critical,CloudSuite,4.3,103.6,7.7,1,0.56,App crashes on startup,Billing
TKT-000297,Silver,Email,Medium,MobileApp,45.3,55.4,7.5,0,-0.13,App crashes on startup,ProductInquiry
TKT-000298,Bronze,Chat,Medium,EnterpriseERP,26.6,16.2,7,0,0.34,API rate limit exceeded,Shipping
TKT-000299,Platinum,Phone,Medium,MobileApp,40.3,63.8,3.5,0,-0.14,API rate limit exceeded,Billing
TKT-000300,Platinum,WebPortal,Low,RetailPOS,32.1,77,4.5,0,0.32,Cannot reset password,Technical
TKT-000301,Platinum,Chat,Low,CloudSuite,12.6,89.8,6.4,0,0.52,Cannot reset password,Billing
TKT-000302,Bronze,Email,Critical,RetailPOS,24.9,61.2,3.1,0,0.7,Invoice discrepancy for March,AccountAccess
TKT-000303,Silver,WebPortal,Critical,EnterpriseERP,22.2,35.5,5.7,0,0.39,App crashes on startup,ProductInquiry
TKT-000304,Platinum,Chat,High,CloudSuite,11.2,14.7,11.5,0,0.44,Request refund for order #4421,Billing
TKT-000305,Bronze,Chat,Critical,CloudSuite,47.4,14.4,8.4,0,0.2,API rate limit exceeded,AccountAccess
TKT-000306,Gold,Chat,Low,RetailPOS,21.4,34.9,3,0,0.49,App crashes on startup,AccountAccess
TKT-000307,Gold,WebPortal,Low,RetailPOS,3.3,11.2,5.9,0,-0.7,Request refund for order #4421,Returns
TKT-000308,Silver,Chat,Critical,CloudSuite,17.3,76.7,6.9,0,0.53,App crashes on startup,Returns
TKT-000309,Platinum,Phone,Critical,EnterpriseERP,2,11.4,8.3,0,-0.94,Delayed shipment tracking,Billing
TKT-000310,Platinum,Email,High,EnterpriseERP,34.5,57,4.3,0,0.43,Invoice discrepancy for March,Shipping
TKT-000311,Bronze,Chat,High,CloudSuite,28.5,38,10.3,0,0.12,API rate limit exceeded,Returns
TKT-000312,Bronze,Chat,High,CloudSuite,13.8,49.9,6.9,1,-0.61,Cannot reset password,Shipping
TKT-000313,Bronze,Phone,Critical,CloudSuite,36.5,58.8,9.7,0,0.16,Delayed shipment tracking,AccountAccess
TKT-000314,Gold,Chat,Medium,RetailPOS,28,104.4,11.5,0,0.88,Delayed shipment tracking,Technical
TKT-000315,Platinum,Phone,Medium,MobileApp,37.4,31.8,3.8,0,-0.42,API rate limit exceeded,Returns
TKT-000316,Silver,WebPortal,Critical,CloudSuite,10.6,57.4,5.3,1,-0.71,API rate limit exceeded,Shipping
TKT-000317,Silver,WebPortal,Critical,RetailPOS,39.2,73.2,9.6,0,0.66,Invoice discrepancy for March,AccountAccess
TKT-000318,Gold,Email,High,MobileApp,33.5,6.6,9.3,0,0.45,Delayed shipment tracking,AccountAccess
TKT-000319,Gold,Phone,High,MobileApp,6.2,27.3,11.7,0,0.37,App crashes on startup,Billing
TKT-000320,Gold,Phone,High,MobileApp,5,100.8,8.1,0,-0.04,Invoice discrepancy for March,AccountAccess
TKT-000321,Silver,Email,Medium,MobileApp,32.1,102,7.2,0,-0.08,Cannot reset password,Shipping
TKT-000322,Silver,Phone,Critical,CloudSuite,27.4,65,4.3,0,-0.33,API rate limit exceeded,ProductInquiry
TKT-000323,Gold,Phone,Critical,MobileApp,13.4,112.2,10.4,0,-0.87,Cannot reset password,Technical
TKT-000324,Platinum,WebPortal,Low,MobileApp,10.9,29.4,2,0,0.96,Delayed shipment tracking,AccountAccess
TKT-000325,Gold,WebPortal,Low,EnterpriseERP,17.4,41.9,1,0,0.04,API rate limit exceeded,Returns
TKT-000326,Silver,Email,Critical,EnterpriseERP,27.1,117,11.7,0,0.37,API rate limit exceeded,Shipping
TKT-000327,Gold,WebPortal,Medium,RetailPOS,41.2,54.4,8.5,0,-0.23,App crashes on startup,Technical
TKT-000328,Bronze,Chat,Low,EnterpriseERP,18.5,8.1,10.6,0,-0.98,Cannot reset password,Billing
TKT-000329,Bronze,Chat,Critical,EnterpriseERP,8.8,53.3,6.4,0,0.65,API rate limit exceeded,Billing
TKT-000330,Silver,Chat,High,RetailPOS,35.5,79.5,8.1,1,-0.35,App crashes on startup,Returns
TKT-000331,Gold,Phone,Medium,EnterpriseERP,5.9,5.7,6.1,0,0.35,Invoice discrepancy for March,Shipping
TKT-000332,Silver,Chat,Low,RetailPOS,37.5,11.3,10.7,0,0.43,Delayed shipment tracking,ProductInquiry
TKT-000333,Platinum,Chat,Low,RetailPOS,41.4,88.1,3.3,0,0.93,Invoice discrepancy for March,Shipping
TKT-000334,Bronze,Email,Critical,RetailPOS,7.7,30.7,8.5,0,0.95,Invoice discrepancy for March,Shipping
TKT-000335,Platinum,Phone,Low,MobileApp,19.9,12.5,9.8,0,0.54,Request refund for order #4421,AccountAccess
TKT-000336,Gold,Phone,Low,EnterpriseERP,32.1,99.6,9.1,1,-0.33,Cannot reset password,ProductInquiry
TKT-000337,Bronze,WebPortal,Critical,RetailPOS,44.4,119.8,10.2,0,-0.7,Cannot reset password,AccountAccess
TKT-000338,Silver,Chat,Critical,MobileApp,45,81.1,0.8,0,-0.01,App crashes on startup,ProductInquiry
TKT-000339,Platinum,WebPortal,High,CloudSuite,7,77.3,6.1,0,0.34,Delayed shipment tracking,ProductInquiry
TKT-000340,Silver,Email,Critical,RetailPOS,43.4,62.8,11.2,0,-0.48,Request refund for order #4421,AccountAccess
TKT-000341,Silver,Email,Low,EnterpriseERP,9.7,50.5,8.1,0,0.98,Invoice discrepancy for March,Returns
TKT-000342,Gold,WebPortal,Critical,EnterpriseERP,22.1,56.8,3.8,0,0.29,Delayed shipment tracking,ProductInquiry
TKT-000343,Gold,Email,Medium,RetailPOS,33.9,61.5,8.9,0,-0.07,Invoice discrepancy for March,Shipping
TKT-000344,Gold,Email,High,CloudSuite,33.4,79.1,5,1,0.62,Delayed shipment tracking,ProductInquiry
TKT-000345,Platinum,Chat,Critical,CloudSuite,24.4,90.2,6.6,0,-0.78,Invoice discrepancy for March,Technical
TKT-000346,Silver,Phone,Medium,MobileApp,35.9,48.5,2.7,0,-0.15,Cannot reset password,Shipping
TKT-000347,Silver,WebPortal,Critical,RetailPOS,30.7,109.5,0.9,0,0.62,Invoice discrepancy for March,Shipping
TKT-000348,Silver,WebPortal,Low,CloudSuite,33.4,92,5.6,0,-0.3,Cannot reset password,AccountAccess
TKT-000349,Bronze,WebPortal,Low,MobileApp,28.5,47.3,6.3,0,0.63,Delayed shipment tracking,ProductInquiry
TKT-000350,Gold,WebPortal,Critical,RetailPOS,39,105,0.9,0,-0.05,App crashes on startup,AccountAccess
TKT-000351,Silver,Email,High,MobileApp,25.9,100.3,8.7,0,0.71,App crashes on startup,ProductInquiry
TKT-000352,Silver,Chat,Critical,RetailPOS,37.7,8.2,11.2,0,-0.65,Invoice discrepancy for March,Shipping
TKT-000353,Gold,WebPortal,Critical,MobileApp,24.3,52.1,0.9,0,-0.6,Delayed shipment tracking,AccountAccess
TKT-000354,Gold,Chat,Medium,MobileApp,24.6,105.8,7.4,0,-0.56,App crashes on startup,ProductInquiry
TKT-000355,Platinum,Phone,Medium,EnterpriseERP,25.7,63.6,6.6,0,0.11,Cannot reset password,Returns
TKT-000356,Silver,Chat,Low,RetailPOS,41.3,104.6,6.3,1,0.97,App crashes on startup,Shipping
TKT-000357,Platinum,Phone,Critical,EnterpriseERP,29.8,111.8,7.9,1,0.94,Request refund for order #4421,Technical
TKT-000358,Silver,Chat,High,CloudSuite,41,89.3,7.7,1,-0.81,API rate limit exceeded,AccountAccess
TKT-000359,Gold,Phone,Low,EnterpriseERP,32.1,104.8,8.5,0,0.99,App crashes on startup,Billing
TKT-000360,Platinum,Chat,Critical,RetailPOS,16.8,36.6,6.5,0,0.34,API rate limit exceeded,Billing
TKT-000361,Bronze,Email,High,RetailPOS,19.4,8,8.5,0,-0.74,Cannot reset password,Technical
TKT-000362,Silver,Chat,Low,CloudSuite,2.2,78.8,3.9,0,-0.87,App crashes on startup,Shipping
TKT-000363,Platinum,Phone,Low,RetailPOS,26.4,99.6,9.4,0,-0.63,Delayed shipment tracking,Billing
TKT-000364,Platinum,Phone,High,MobileApp,27.4,101.2,11.4,0,-0.75,API rate limit exceeded,ProductInquiry
TKT-000365,Bronze,Phone,Critical,EnterpriseERP,11,38.4,4.4,0,-0.67,API rate limit exceeded,Technical
TKT-000366,Silver,Chat,Low,CloudSuite,31.1,83.4,11.5,0,0.46,Delayed shipment tracking,Returns
TKT-000367,Silver,Chat,Medium,RetailPOS,24,35.4,11.2,0,-0.62,API rate limit exceeded,AccountAccess
TKT-000368,Gold,Phone,Low,MobileApp,14.8,38.8,11.5,0,-0.97,Request refund for order #4421,Technical
TKT-000369,Bronze,Chat,Medium,MobileApp,44.6,95.5,8.5,0,-0.17,Request refund for order #4421,ProductInquiry
TKT-000370,Silver,Phone,Low,EnterpriseERP,26.6,13,5.5,0,-0.16,Delayed shipment tracking,AccountAccess
TKT-000371,Gold,WebPortal,Low,RetailPOS,34.3,51.1,11.1,0,-0.4,Cannot reset password,Returns
TKT-000372,Bronze,Phone,High,MobileApp,1.2,19.1,3.4,0,0.22,Delayed shipment tracking,Returns
TKT-000373,Platinum,Chat,Medium,MobileApp,44.5,10.7,5.4,0,0.14,API rate limit exceeded,Billing
TKT-000374,Bronze,WebPortal,High,CloudSuite,27,7.1,8.5,0,0.55,Invoice discrepancy for March,ProductInquiry
TKT-000375,Platinum,WebPortal,High,MobileApp,14.5,33,1.6,1,0.91,App crashes on startup,Shipping
TKT-000376,Gold,Phone,Critical,CloudSuite,33,118.7,10.2,0,-0.67,Invoice discrepancy for March,Billing
TKT-000377,Bronze,Chat,High,EnterpriseERP,14.5,2.2,5,0,-0.16,API rate limit exceeded,Shipping
TKT-000378,Silver,Phone,High,CloudSuite,46.5,100,6.5,0,0.04,Delayed shipment tracking,Returns
TKT-000379,Bronze,Phone,Critical,EnterpriseERP,45.4,48.9,2.5,0,-0.69,Delayed shipment tracking,Shipping
TKT-000380,Bronze,Phone,Low,CloudSuite,27.4,29.1,3.5,0,-0.23,App crashes on startup,Shipping
TKT-000381,Platinum,Phone,Critical,MobileApp,19.7,77.8,2.8,0,-0.85,Delayed shipment tracking,Shipping
TKT-000382,Platinum,Phone,High,EnterpriseERP,4,33.3,2.5,0,-0.63,Invoice discrepancy for March,ProductInquiry
TKT-000383,Gold,Phone,Critical,MobileApp,19.2,41.8,5.3,0,-0.03,Delayed shipment tracking,AccountAccess
TKT-000384,Platinum,Chat,Low,RetailPOS,9.9,43.3,3,0,-0.69,App crashes on startup,Returns
TKT-000385,Silver,Chat,Critical,RetailPOS,13.1,114.5,2.7,1,0.47,Invoice discrepancy for March,AccountAccess
TKT-000386,Platinum,Email,Critical,CloudSuite,47.5,17.2,3.3,0,-0.75,API rate limit exceeded,Billing
TKT-000387,Bronze,Email,High,MobileApp,26.9,80.4,1.9,0,-0.45,API rate limit exceeded,Billing
TKT-000388,Platinum,Chat,Critical,MobileApp,43.1,111.7,2.8,0,0.58,Request refund for order #4421,Returns
TKT-000389,Silver,Email,High,MobileApp,13.5,28.5,2.7,0,-0.6,Cannot reset password,ProductInquiry
TKT-000390,Silver,Email,High,CloudSuite,2.9,116.3,1,0,-0.84,Request refund for order #4421,Shipping
TKT-000391,Silver,WebPortal,Medium,RetailPOS,9.8,17.6,8.7,0,0.29,Cannot reset password,Returns
TKT-000392,Gold,Chat,High,EnterpriseERP,45.8,3.6,3.2,0,0.83,Cannot reset password,ProductInquiry
TKT-000393,Bronze,Email,Critical,EnterpriseERP,47.9,51.5,2.3,0,0.56,Cannot reset password,Shipping
TKT-000394,Platinum,Phone,Medium,MobileApp,41.1,41.8,11.5,0,0.68,Request refund for order #4421,AccountAccess
TKT-000395,Platinum,Email,High,MobileApp,46.7,14.5,2.7,1,-0.68,Cannot reset password,Billing
TKT-000396,Gold,Chat,Low,RetailPOS,44.7,110.3,4.1,0,0.66,Delayed shipment tracking,Technical
TKT-000397,Gold,Phone,Critical,MobileApp,32.5,59.7,11.7,0,-1,App crashes on startup,Returns
TKT-000398,Bronze,Email,Low,MobileApp,1.2,89.9,5,0,0.45,Cannot reset password,AccountAccess
TKT-000399,Bronze,Chat,Critical,CloudSuite,22.5,101.6,9.3,0,0.18,Cannot reset password,AccountAccess
TKT-000400,Platinum,Chat,Critical,EnterpriseERP,33.7,92.1,1.7,0,-0.89,Invoice discrepancy for March,Billing
TKT-000401,Platinum,Email,High,RetailPOS,6,102.2,11.9,0,-0.76,Request refund for order #4421,ProductInquiry
TKT-000402,Gold,Email,Critical,RetailPOS,9.6,70.3,2,0,-0.46,App crashes on startup,Billing
TKT-000403,Gold,WebPortal,Low,MobileApp,36.9,83,8,0,0.35,Delayed shipment tracking,Technical
TKT-000404,Platinum,Email,Medium,MobileApp,11.5,51.4,10.4,0,-0.68,App crashes on startup,Billing
TKT-000405,Silver,WebPortal,Low,MobileApp,11,105.7,7.1,0,-0.77,App crashes on startup,Billing
TKT-000406,Bronze,Chat,Medium,EnterpriseERP,9.1,74.8,9.1,0,-0.55,Invoice discrepancy for March,Technical
TKT-000407,Silver,WebPortal,Critical,RetailPOS,13.1,5.8,11.8,0,-0.58,Request refund for order #4421,Returns
TKT-000408,Silver,WebPortal,Low,EnterpriseERP,41.3,64,8.3,1,0.4,API rate limit exceeded,ProductInquiry
TKT-000409,Platinum,Chat,Critical,EnterpriseERP,22.8,21.8,8.6,0,0.83,Delayed shipment tracking,Shipping
TKT-000410,Bronze,WebPortal,Low,MobileApp,35.7,12.5,7.7,0,0.91,Delayed shipment tracking,ProductInquiry
TKT-000411,Bronze,Chat,High,MobileApp,44.2,43.3,11.6,0,-0.46,Request refund for order #4421,Technical
TKT-000412,Gold,Phone,Critical,CloudSuite,1.8,119.3,2.9,1,-0.31,API rate limit exceeded,Shipping
TKT-000413,Silver,Chat,Low,CloudSuite,10.6,69.6,4.6,0,-0.64,Cannot reset password,AccountAccess
TKT-000414,Platinum,Phone,High,EnterpriseERP,19.4,22.7,6.7,0,-0.59,App crashes on startup,Shipping
TKT-000415,Silver,Phone,Medium,MobileApp,23.1,50.1,11.7,0,0.45,Delayed shipment tracking,Technical
TKT-000416,Gold,WebPortal,Critical,CloudSuite,7,29.4,6.6,1,-0.47,Cannot reset password,ProductInquiry
TKT-000417,Platinum,Phone,Medium,EnterpriseERP,34.6,7.7,8.3,0,0.41,Delayed shipment tracking,AccountAccess
TKT-000418,Platinum,Phone,High,RetailPOS,26.5,60.4,2.7,0,0.1,API rate limit exceeded,AccountAccess
TKT-000419,Platinum,WebPortal,Critical,MobileApp,45.1,115.9,2.5,0,0.95,Request refund for order #4421,Returns
TKT-000420,Bronze,Chat,Low,CloudSuite,32.7,74.9,3.2,0,0.67,Cannot reset password,ProductInquiry
TKT-000421,Platinum,Email,Critical,EnterpriseERP,4.5,114.9,10.2,1,0.1,Request refund for order #4421,AccountAccess
TKT-000422,Silver,Chat,Medium,EnterpriseERP,6.2,23.6,11.6,1,-0.46,Invoice discrepancy for March,Shipping
TKT-000423,Gold,Phone,Medium,EnterpriseERP,11.5,94.3,3.7,0,-0.32,Cannot reset password,ProductInquiry
TKT-000424,Silver,Phone,Low,EnterpriseERP,37,92.1,9.4,1,-0.09,Invoice discrepancy for March,ProductInquiry
TKT-000425,Bronze,WebPortal,Critical,MobileApp,45.6,51,2.6,0,-0.11,Cannot reset password,Billing
TKT-000426,Platinum,Chat,High,MobileApp,17.8,96.4,1.1,1,0.41,App crashes on startup,Returns
TKT-000427,Platinum,Email,High,CloudSuite,11.1,112,1.3,0,-0.29,App crashes on startup,Shipping
TKT-000428,Bronze,Email,High,EnterpriseERP,22.6,68.3,9.5,0,0.44,API rate limit exceeded,Technical
TKT-000429,Platinum,Email,Low,MobileApp,24.9,9.3,10.1,0,-0.91,Invoice discrepancy for March,Billing
TKT-000430,Gold,Phone,Critical,MobileApp,24.9,54,9.4,0,0.32,Request refund for order #4421,Returns
TKT-000431,Gold,Chat,Medium,CloudSuite,45,105,9.5,0,-0.92,App crashes on startup,Billing
TKT-000432,Platinum,Email,Medium,RetailPOS,8.3,8.6,9.7,1,0.42,API rate limit exceeded,Returns
TKT-000433,Bronze,Phone,High,MobileApp,31.8,91.1,6.1,1,-0.21,App crashes on startup,Returns
TKT-000434,Gold,Chat,Medium,RetailPOS,42.3,82.3,4.5,1,-0.79,API rate limit exceeded,ProductInquiry
TKT-000435,Silver,WebPortal,Medium,MobileApp,15.5,33.9,10.3,1,-0.61,API rate limit exceeded,Billing
TKT-000436,Platinum,Email,High,CloudSuite,22.3,27.8,7,0,-0.07,Delayed shipment tracking,Technical
TKT-000437,Bronze,Phone,Medium,MobileApp,21.3,111.9,10.5,0,-0.44,Request refund for order #4421,ProductInquiry
TKT-000438,Gold,WebPortal,Critical,MobileApp,17.2,117.4,10.6,0,-0.47,Delayed shipment tracking,AccountAccess
TKT-000439,Silver,Phone,Low,CloudSuite,37.9,84.5,10.4,1,-0.19,API rate limit exceeded,Technical
TKT-000440,Silver,WebPortal,High,EnterpriseERP,35.1,51.2,2.1,1,-0.74,Delayed shipment tracking,Returns
TKT-000441,Bronze,Phone,High,CloudSuite,3.5,112.1,9.1,0,0.3,Delayed shipment tracking,AccountAccess
TKT-000442,Platinum,Chat,High,EnterpriseERP,0.2,32.8,5.8,1,-0.22,Cannot reset password,Returns
TKT-000443,Silver,Chat,Low,CloudSuite,10.3,18.8,3.4,1,0.56,Cannot reset password,Technical
TKT-000444,Silver,Phone,Medium,RetailPOS,18.9,72.7,9.7,1,0.27,App crashes on startup,Technical
TKT-000445,Platinum,Phone,Critical,RetailPOS,32.7,68,3.4,0,-0.25,App crashes on startup,Shipping
TKT-000446,Silver,Phone,High,RetailPOS,2.7,19.2,4.7,0,-0.67,Request refund for order #4421,Shipping
TKT-000447,Gold,Email,High,MobileApp,35,28.8,7.3,1,0.92,Invoice discrepancy for March,AccountAccess
TKT-000448,Platinum,Email,High,MobileApp,42.1,77.7,11.5,0,0.77,Cannot reset password,Technical
TKT-000449,Platinum,Email,Low,RetailPOS,45.2,27.2,5.7,0,0.22,Cannot reset password,Technical
TKT-000450,Platinum,Chat,Critical,RetailPOS,5.5,87,1.2,0,0.44,Request refund for order #4421,Returns
TKT-000451,Bronze,WebPortal,Low,RetailPOS,25.5,23.6,1.5,0,0.98,Cannot reset password,Shipping
TKT-000452,Platinum,Chat,Medium,CloudSuite,2.4,58.3,6.1,1,0.68,App crashes on startup,ProductInquiry
TKT-000453,Bronze,Email,Medium,CloudSuite,39.3,101.3,8.3,0,0.68,App crashes on startup,AccountAccess
TKT-000454,Silver,Chat,Critical,EnterpriseERP,35.9,117.2,0.6,0,0.99,Invoice discrepancy for March,Returns
TKT-000455,Silver,WebPortal,Medium,MobileApp,42.1,83.3,4.7,0,0.07,Cannot reset password,Returns
TKT-000456,Platinum,Phone,High,RetailPOS,22.4,39.9,11.4,0,-0.9,Request refund for order #4421,ProductInquiry
TKT-000457,Silver,Email,Low,EnterpriseERP,23.7,75,4.2,0,-0.35,Request refund for order #4421,Technical
TKT-000458,Gold,Email,Medium,MobileApp,10.3,59.1,6.9,0,-0.46,App crashes on startup,Returns
TKT-000459,Silver,Phone,High,RetailPOS,22.3,88.2,6,0,0.75,API rate limit exceeded,Technical
TKT-000460,Platinum,Phone,High,RetailPOS,34.5,107.5,2.2,1,-0.43,Cannot reset password,ProductInquiry
TKT-000461,Bronze,Chat,Low,CloudSuite,30.8,86.5,2,1,0.89,Request refund for order #4421,AccountAccess
TKT-000462,Platinum,Email,Low,CloudSuite,42.4,24,2.2,0,-0.7,Cannot reset password,Shipping
TKT-000463,Bronze,WebPortal,Low,MobileApp,12.5,101.8,7.5,0,-0.53,API rate limit exceeded,ProductInquiry
TKT-000464,Gold,Phone,Critical,CloudSuite,18.5,23.6,4,0,-0.87,Invoice discrepancy for March,AccountAccess
TKT-000465,Bronze,Phone,Low,EnterpriseERP,10.5,9.7,8.9,0,0.64,Request refund for order #4421,Shipping
TKT-000466,Platinum,WebPortal,Low,MobileApp,44.8,115.7,10.3,0,-0.35,API rate limit exceeded,ProductInquiry
TKT-000467,Platinum,Email,High,EnterpriseERP,8.3,2.7,7.6,0,0.4,API rate limit exceeded,ProductInquiry
