RecordId,Text,NewsTopic,WordCount,Source
NLP-000374,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000375,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000376,New study links regular exercise to improved cognitive function in adults.,Health,11,Review
NLP-000377,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000378,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000379,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000380,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000381,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000382,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000383,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000384,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000385,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000386,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000387,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000388,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000389,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000390,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000391,New study links regular exercise to improved cognitive function in adults.,Health,11,Ticket
NLP-000392,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000393,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000394,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000395,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000396,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000397,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000398,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000399,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000400,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000401,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000402,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000403,New study links regular exercise to improved cognitive function in adults.,Health,11,Review
NLP-000404,Underdog team wins championship in dramatic overtime finish.,Sports,8,SocialMedia
NLP-000405,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000406,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000407,Underdog team wins championship in dramatic overtime finish.,Sports,8,Survey
NLP-000408,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000409,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Review
NLP-000410,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000411,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000412,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000413,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000414,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000415,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000416,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000417,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000418,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000419,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000420,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000421,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000422,New study links regular exercise to improved cognitive function in adults.,Health,11,Ticket
NLP-000423,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000424,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000425,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000426,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000427,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000428,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000429,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000430,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000431,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000432,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000433,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000434,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000435,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000436,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000437,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000438,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000439,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000440,Underdog team wins championship in dramatic overtime finish.,Sports,8,Survey
NLP-000441,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000442,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000443,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000444,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000445,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000446,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000447,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000448,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000449,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Review
NLP-000450,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000451,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000452,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000453,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000454,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000455,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000456,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000457,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000458,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000459,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000460,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000461,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000462,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000463,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000464,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000465,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000466,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000467,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000468,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000469,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000470,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000471,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000472,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000473,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000474,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000475,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000476,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Review
NLP-000477,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000478,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000479,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000480,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000481,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000482,Major tech company announces breakthrough in quantum computing research.,Technology,9,SocialMedia
NLP-000483,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000484,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000485,Major tech company announces breakthrough in quantum computing research.,Technology,9,SocialMedia
NLP-000486,New study links regular exercise to improved cognitive function in adults.,Health,11,Ticket
NLP-000487,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000488,New study links regular exercise to improved cognitive function in adults.,Health,11,Review
NLP-000489,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000490,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000491,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000492,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000493,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000494,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000495,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000496,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000497,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000498,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000499,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000500,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000501,Major tech company announces breakthrough in quantum computing research.,Technology,9,SocialMedia
NLP-000502,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000503,Underdog team wins championship in dramatic overtime finish.,Sports,8,SocialMedia
NLP-000504,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000505,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000506,Major tech company announces breakthrough in quantum computing research.,Technology,9,SocialMedia
NLP-000507,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000508,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000509,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000510,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000511,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Review
NLP-000512,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000513,New study links regular exercise to improved cognitive function in adults.,Health,11,Review
NLP-000514,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000515,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000516,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000517,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000518,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000519,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000520,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000521,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000522,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000523,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000524,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000525,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000526,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000527,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000528,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000529,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000530,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000531,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000532,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000533,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000534,Major tech company announces breakthrough in quantum computing research.,Technology,9,SocialMedia
NLP-000535,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000536,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000537,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000538,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000539,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000540,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000541,Underdog team wins championship in dramatic overtime finish.,Sports,8,SocialMedia
NLP-000542,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000543,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000544,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000545,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000546,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000547,Underdog team wins championship in dramatic overtime finish.,Sports,8,Survey
NLP-000548,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000549,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000550,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000551,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000552,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Review
NLP-000553,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000554,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000555,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000556,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000557,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000558,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000559,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000560,New study links regular exercise to improved cognitive function in adults.,Health,11,Ticket
NLP-000561,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000562,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000563,New study links regular exercise to improved cognitive function in adults.,Health,11,Ticket
NLP-000564,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000565,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000566,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000567,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000568,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000569,Underdog team wins championship in dramatic overtime finish.,Sports,8,SocialMedia
NLP-000570,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000571,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000572,New study links regular exercise to improved cognitive function in adults.,Health,11,Review
NLP-000573,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000574,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000575,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000576,Underdog team wins championship in dramatic overtime finish.,Sports,8,Survey
NLP-000577,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000578,Underdog team wins championship in dramatic overtime finish.,Sports,8,Email
NLP-000579,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000580,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000581,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000582,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000583,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000584,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000585,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000586,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Review
NLP-000587,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000588,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000589,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000590,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000591,Major tech company announces breakthrough in quantum computing research.,Technology,9,Email
NLP-000592,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000593,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000594,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000595,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000596,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000597,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000598,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000599,Major tech company announces breakthrough in quantum computing research.,Technology,9,Chat
NLP-000600,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000601,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000602,Senate passes new infrastructure bill after months of negotiations.,Politics,9,SocialMedia
NLP-000603,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000604,Global markets react to central bank interest rate decision.,Business,9,SocialMedia
NLP-000605,New study links regular exercise to improved cognitive function in adults.,Health,11,Email
NLP-000606,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000607,Global markets react to central bank interest rate decision.,Business,9,Survey
NLP-000608,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000609,Global markets react to central bank interest rate decision.,Business,9,Review
NLP-000610,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000611,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000612,Underdog team wins championship in dramatic overtime finish.,Sports,8,Ticket
NLP-000613,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000614,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000615,New study links regular exercise to improved cognitive function in adults.,Health,11,Review
NLP-000616,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000617,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000618,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000619,Major tech company announces breakthrough in quantum computing research.,Technology,9,SocialMedia
NLP-000620,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Chat
NLP-000621,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000622,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000623,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000624,New study links regular exercise to improved cognitive function in adults.,Health,11,Survey
NLP-000625,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000626,Underdog team wins championship in dramatic overtime finish.,Sports,8,Survey
NLP-000627,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Email
NLP-000628,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Survey
NLP-000629,Underdog team wins championship in dramatic overtime finish.,Sports,8,Review
NLP-000630,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
NLP-000631,Major tech company announces breakthrough in quantum computing research.,Technology,9,Review
NLP-000632,Global markets react to central bank interest rate decision.,Business,9,Ticket
NLP-000633,Major tech company announces breakthrough in quantum computing research.,Technology,9,Ticket
NLP-000634,Global markets react to central bank interest rate decision.,Business,9,Email
NLP-000635,Global markets react to central bank interest rate decision.,Business,9,Chat
NLP-000636,Underdog team wins championship in dramatic overtime finish.,Sports,8,Chat
NLP-000637,New study links regular exercise to improved cognitive function in adults.,Health,11,Chat
NLP-000638,Major tech company announces breakthrough in quantum computing research.,Technology,9,Survey
NLP-000639,New study links regular exercise to improved cognitive function in adults.,Health,11,SocialMedia
NLP-000640,Senate passes new infrastructure bill after months of negotiations.,Politics,9,Ticket
